interaction_id,date_id,account_id,channel_id,interaction_type,interaction_rating
5380,286,9939,5,Online Query,1
5381,320,11620,4,Branch Visit,3
5382,302,17399,1,Support Call,3
5383,212,3785,4,ATM Transaction,3
5384,323,28341,1,Branch Visit,3
5385,335,27564,5,Online Query,2
5386,132,29534,2,Branch Visit,3
5387,275,21379,2,Branch Visit,5
5388,318,4978,3,Online Query,1
5389,272,11458,2,Online Query,1
5390,150,3545,4,Branch Visit,1
5391,122,29926,1,Online Query,2
5392,286,677,2,Support Call,3
5393,164,14059,2,Branch Visit,5
5394,341,13921,3,ATM Transaction,1
5395,135,25285,3,Online Query,2
5396,284,16610,4,ATM Transaction,1
5397,221,3278,3,ATM Transaction,2
5398,151,12554,2,Support Call,3
5399,227,17883,4,Support Call,4
5400,112,21053,4,ATM Transaction,3
5401,27,27259,1,Support Call,2
5402,225,2479,4,Support Call,3
5403,143,11358,2,Branch Visit,5
5404,220,24824,1,Support Call,5
5405,291,13652,1,Online Query,3
5406,177,25220,1,ATM Transaction,3
5407,231,16561,5,Branch Visit,3
5408,20,12446,2,Online Query,2
5409,119,12925,3,Branch Visit,4
5410,63,14838,1,Branch Visit,3
5411,73,26622,2,Online Query,3
5412,121,14281,1,Branch Visit,4
5413,204,4542,1,ATM Transaction,5
5414,244,25181,3,Support Call,2
5415,90,15845,5,Online Query,4
5416,283,8564,4,Branch Visit,3
5417,29,8068,4,ATM Transaction,5
5418,169,27182,3,Branch Visit,2
5419,260,23901,3,ATM Transaction,3
5420,314,10569,1,Online Query,3
5421,88,15670,1,Support Call,2
5422,108,24031,5,Online Query,2
5423,123,19779,5,Support Call,3
5424,250,14490,4,Support Call,2
5425,325,23258,3,Online Query,5
5426,135,2436,2,Branch Visit,3
5427,328,24560,1,Branch Visit,5
5428,261,12038,2,ATM Transaction,5
5429,195,24748,4,Branch Visit,3
5430,8,21416,5,Support Call,5
5431,353,21562,2,Branch Visit,5
5432,220,7864,2,Online Query,4
5433,10,26980,1,Support Call,4
5434,285,7667,3,Branch Visit,2
5435,130,21304,3,ATM Transaction,5
5436,112,9766,2,Branch Visit,1
5437,333,23326,2,Online Query,4
5438,240,8305,3,Support Call,4
5439,315,22841,3,Branch Visit,5
5440,27,12165,4,Branch Visit,1
5441,167,16192,1,Online Query,3
5442,109,29425,1,Support Call,2
5443,117,3409,5,ATM Transaction,3
5444,150,7848,5,Branch Visit,3
5445,166,27757,2,ATM Transaction,5
5446,11,19446,2,Online Query,3
5447,255,28013,5,ATM Transaction,5
5448,254,21783,3,ATM Transaction,3
5449,312,24191,5,ATM Transaction,1
5450,231,20016,2,Support Call,1
5451,83,2918,5,Branch Visit,3
5452,38,11537,2,ATM Transaction,3
5453,356,21602,3,Online Query,3
5454,243,23649,2,Support Call,3
5455,29,19598,5,Support Call,5
5456,314,6937,1,ATM Transaction,1
5457,20,8165,2,Online Query,3
5458,7,16203,3,Branch Visit,1
5459,38,24576,4,Support Call,5
5460,78,9684,2,Online Query,4
5461,254,11362,4,Online Query,1
5462,142,25014,4,Support Call,2
5463,184,28840,1,Online Query,2
5464,273,25834,1,Branch Visit,2
5465,81,6048,2,Branch Visit,3
5466,123,9150,5,Support Call,3
5467,365,9176,1,ATM Transaction,2
5468,186,11975,5,Online Query,2
5469,329,8495,2,ATM Transaction,1
5470,29,7554,2,Branch Visit,1
5471,104,18336,3,Branch Visit,5
5472,318,22579,4,Online Query,1
5473,197,22546,4,Branch Visit,1
5474,184,11483,4,Online Query,4
5475,24,2254,2,ATM Transaction,1
5476,131,11065,2,Online Query,4
5477,160,15531,2,Online Query,4
5478,93,18197,4,Online Query,4
5479,360,7280,5,Support Call,2
5480,238,17699,4,Online Query,4
5481,276,6930,4,Online Query,5
5482,81,28499,3,Online Query,3
5483,13,17407,1,Branch Visit,2
5484,86,11786,4,ATM Transaction,2
5485,245,17700,3,Online Query,5
5486,261,13457,3,ATM Transaction,2
5487,92,21644,2,ATM Transaction,3
5488,256,19545,2,Online Query,3
5489,16,1191,1,Branch Visit,2
5490,31,18321,5,Online Query,1
5491,294,15847,3,Online Query,5
5492,144,4409,2,Support Call,1
5493,23,10350,1,Branch Visit,3
5494,334,11866,1,Support Call,5
5495,71,11579,2,Support Call,2
5496,78,8266,3,Online Query,1
5497,356,5196,5,Support Call,2
5498,17,4959,4,Branch Visit,5
5499,116,10221,1,Branch Visit,2
5500,288,15638,4,Support Call,3
5501,329,2671,3,ATM Transaction,3
5502,95,29235,1,ATM Transaction,1
5503,202,14609,4,Support Call,2
5504,297,28509,1,ATM Transaction,4
5505,99,14593,2,Branch Visit,3
5506,51,7010,4,Online Query,3
5507,271,2639,2,Support Call,3
5508,193,24690,4,ATM Transaction,5
5509,237,25658,5,Online Query,2
5510,19,6069,5,Support Call,4
5511,194,5754,1,Support Call,1
5512,332,17666,1,Online Query,5
5513,333,29392,4,ATM Transaction,2
5514,327,1245,1,Branch Visit,3
5515,35,24912,4,Branch Visit,4
5516,191,25876,2,Online Query,4
5517,60,11236,1,Online Query,2
5518,304,16915,3,ATM Transaction,4
5519,98,18101,4,Support Call,2
5520,230,11580,3,Support Call,3
5521,300,21936,2,Online Query,2
5522,5,13641,5,Support Call,1
5523,176,18508,3,Branch Visit,4
5524,135,9610,2,Online Query,3
5525,22,2227,2,ATM Transaction,2
5526,253,13713,2,Support Call,1
5527,206,4627,5,Online Query,3
5528,178,2486,2,ATM Transaction,2
5529,225,14379,3,Branch Visit,1
5530,362,23335,5,ATM Transaction,4
5531,61,1376,2,Support Call,2
5532,214,4955,3,Branch Visit,3
5533,212,11087,2,Branch Visit,4
5534,146,9531,3,Branch Visit,5
5535,22,9714,1,ATM Transaction,3
5536,92,8659,5,Branch Visit,4
5537,258,1930,3,Support Call,1
5538,15,8980,5,Branch Visit,3
5539,153,11510,4,Online Query,2
5540,303,20090,3,ATM Transaction,1
5541,266,19067,3,Support Call,2
5542,135,17616,1,Support Call,5
5543,295,24048,3,ATM Transaction,2
5544,19,9227,2,Branch Visit,3
5545,238,10399,4,Support Call,5
5546,150,6518,1,Online Query,2
5547,15,10111,5,Support Call,4
5548,47,28971,2,Online Query,5
5549,356,29656,4,Branch Visit,4
5550,8,3201,2,Online Query,4
5551,61,6798,2,Online Query,2
5552,114,8868,4,Branch Visit,1
5553,57,25182,4,ATM Transaction,1
5554,266,12123,1,Online Query,4
5555,189,21932,1,ATM Transaction,4
5556,204,23619,5,Branch Visit,1
5557,297,14877,4,ATM Transaction,2
5558,108,18058,3,Branch Visit,3
5559,198,3192,3,Online Query,2
5560,207,28699,4,Support Call,2
5561,66,7779,1,ATM Transaction,3
5562,233,25858,3,ATM Transaction,2
5563,195,12108,3,ATM Transaction,2
5564,3,14290,5,Support Call,3
5565,279,3446,4,Branch Visit,4
5566,130,29525,1,Online Query,3
5567,92,21972,2,Support Call,1
5568,217,27638,1,ATM Transaction,2
5569,113,14486,5,Branch Visit,4
5570,263,1453,5,Support Call,3
5571,234,19715,1,Online Query,5
5572,104,2290,2,Support Call,5
5573,178,28965,1,Support Call,3
5574,80,1523,2,ATM Transaction,3
5575,196,17667,4,Online Query,2
5576,331,9159,1,Branch Visit,4
5577,116,28004,4,ATM Transaction,4
5578,304,27146,4,ATM Transaction,3
5579,324,26345,1,ATM Transaction,5
5580,312,14806,4,Online Query,1
5581,296,24614,2,Branch Visit,5
5582,251,17636,3,ATM Transaction,5
5583,227,24453,4,ATM Transaction,1
5584,42,24487,4,Branch Visit,4
5585,212,16006,1,Support Call,3
5586,231,13302,3,ATM Transaction,5
5587,183,100,3,Online Query,1
5588,207,3149,2,Branch Visit,4
5589,230,21921,2,Online Query,4
5590,47,25524,2,Branch Visit,5
5591,352,6696,1,ATM Transaction,2
5592,357,20624,3,Branch Visit,5
5593,355,26886,2,Branch Visit,2
5594,214,27368,4,Online Query,4
5595,32,2584,1,Branch Visit,2
5596,250,9528,1,Branch Visit,2
5597,293,4662,3,ATM Transaction,5
5598,196,2267,4,Online Query,5
5599,292,968,1,Online Query,2
5600,72,16166,2,Online Query,1
5601,179,17934,3,Branch Visit,2
5602,278,21261,5,Online Query,5
5603,139,3914,5,Branch Visit,2
5604,125,13840,5,ATM Transaction,5
5605,289,15817,2,Online Query,1
5606,62,2091,1,Branch Visit,5
5607,355,23805,4,Support Call,3
5608,291,20541,5,Branch Visit,1
5609,285,9239,5,ATM Transaction,4
5610,252,12959,5,ATM Transaction,1
5611,258,17396,1,Online Query,3
5612,286,10363,1,Support Call,4
5613,127,7122,4,Branch Visit,5
5614,56,8876,1,Online Query,4
5615,291,21178,5,Online Query,1
5616,135,18921,5,Branch Visit,4
5617,324,1515,1,Branch Visit,3
5618,77,11750,5,ATM Transaction,3
5619,259,5395,4,ATM Transaction,3
5620,86,5868,2,Support Call,4
5621,234,17819,1,Branch Visit,1
5622,3,26781,1,Support Call,5
5623,11,27157,5,Support Call,2
5624,323,24913,3,Branch Visit,2
5625,207,18604,3,ATM Transaction,2
5626,84,25596,3,ATM Transaction,3
5627,9,26375,2,Branch Visit,1
5628,148,20463,1,Support Call,2
5629,117,14942,5,ATM Transaction,3
5630,104,21066,4,Branch Visit,2
5631,305,16248,1,Online Query,4
5632,88,7115,4,Support Call,2
5633,26,7404,1,ATM Transaction,2
5634,353,28455,2,ATM Transaction,4
5635,62,29336,3,ATM Transaction,5
5636,135,18088,2,ATM Transaction,3
5637,290,9438,5,Branch Visit,2
5638,144,11160,5,Online Query,5
5639,239,24176,5,Online Query,4
5640,232,11765,2,Support Call,5
5641,163,26465,4,Support Call,2
5642,292,16823,5,Support Call,1
5643,151,15917,2,Branch Visit,2
5644,199,9207,2,Online Query,4
5645,275,8238,3,Branch Visit,1
5646,305,9413,5,Branch Visit,2
5647,129,12367,2,Online Query,2
5648,214,24510,4,Support Call,3
5649,199,22902,1,Branch Visit,2
5650,290,22331,1,Support Call,2
5651,243,17020,2,Branch Visit,2
5652,263,15428,1,Branch Visit,1
5653,364,14483,1,Support Call,2
5654,83,6186,3,Branch Visit,4
5655,286,26064,5,Branch Visit,2
5656,84,25152,2,Online Query,1
5657,48,14364,2,ATM Transaction,5
5658,165,2706,4,Online Query,5
5659,235,27475,4,Branch Visit,1
5660,9,415,2,ATM Transaction,5
5661,100,3747,2,Online Query,5
5662,131,12625,3,Support Call,5
5663,260,3847,2,ATM Transaction,1
5664,245,15385,1,Branch Visit,4
5665,42,21825,1,Support Call,1
5666,66,1897,4,Online Query,4
5667,212,16649,2,ATM Transaction,4
5668,63,22199,5,Branch Visit,4
5669,329,16215,2,Branch Visit,2
5670,358,27766,1,ATM Transaction,5
5671,305,22201,5,Support Call,5
5672,266,2373,1,Support Call,4
5673,238,3199,5,Support Call,5
5674,143,12538,1,Branch Visit,1
5675,161,28798,2,Branch Visit,5
5676,277,22341,4,ATM Transaction,5
5677,105,12460,1,ATM Transaction,2
5678,174,17611,1,Support Call,2
5679,357,19631,5,Branch Visit,3
5680,334,22441,2,ATM Transaction,1
5681,55,1238,3,Branch Visit,3
5682,259,13134,2,Support Call,1
5683,347,5720,1,Branch Visit,3
5684,309,25322,4,Support Call,4
5685,48,19229,3,Online Query,4
5686,342,8910,5,Support Call,5
5687,207,26246,3,Branch Visit,3
5688,75,2445,5,Support Call,5
5689,170,6649,1,ATM Transaction,2
5690,211,28965,4,Online Query,2
5691,88,21210,1,Branch Visit,1
5692,244,21995,3,Branch Visit,5
5693,350,13606,4,Support Call,2
5694,120,802,3,ATM Transaction,5
5695,133,25936,5,Online Query,2
5696,163,28052,5,ATM Transaction,5
5697,50,8820,1,Branch Visit,1
5698,141,20401,3,ATM Transaction,4
5699,268,492,1,Support Call,1
5700,172,17429,4,Branch Visit,1
5701,107,5177,2,Online Query,1
5702,215,24754,5,Online Query,1
5703,262,17360,1,ATM Transaction,4
5704,138,25284,5,Online Query,4
5705,275,20038,2,ATM Transaction,5
5706,110,19094,4,Online Query,2
5707,358,2945,4,Support Call,4
5708,310,3255,5,ATM Transaction,4
5709,221,23527,4,Online Query,2
5710,286,11032,1,Branch Visit,2
5711,87,1482,1,Support Call,4
5712,42,20932,2,ATM Transaction,3
5713,205,24109,4,Branch Visit,2
5714,4,21343,1,ATM Transaction,5
5715,264,10773,1,Support Call,5
5716,89,585,4,Online Query,5
5717,253,28852,5,Online Query,5
5718,44,13113,4,Branch Visit,5
5719,17,27854,4,Online Query,4
5720,204,12238,3,ATM Transaction,4
5721,291,976,3,Support Call,4
5722,67,12322,1,Branch Visit,1
5723,15,21978,1,Online Query,1
5724,192,11129,5,ATM Transaction,3
5725,92,4849,5,Support Call,4
5726,62,25961,4,Online Query,1
5727,323,9802,3,Support Call,5
5728,38,10784,5,ATM Transaction,4
5729,123,12025,4,ATM Transaction,3
5730,269,6187,4,Online Query,4
5731,62,13492,4,ATM Transaction,1
5732,305,16407,1,Online Query,1
5733,188,25261,5,Branch Visit,3
5734,61,15777,1,Branch Visit,4
5735,60,13127,5,Online Query,5
5736,52,4168,5,Support Call,3
5737,253,17372,1,Branch Visit,3
5738,72,20454,5,ATM Transaction,3
5739,58,490,4,ATM Transaction,3
5740,334,26071,1,Online Query,4
5741,316,25675,5,Branch Visit,4
5742,94,20806,1,Branch Visit,5
5743,195,27033,2,Support Call,3
5744,107,7543,2,Online Query,4
5745,27,15228,5,Support Call,3
5746,325,19489,2,Support Call,1
5747,73,27741,4,Online Query,3
5748,136,11468,2,Online Query,4
5749,76,20954,1,Branch Visit,2
5750,176,16598,1,ATM Transaction,3
5751,329,9947,5,Branch Visit,3
5752,33,11120,1,Support Call,4
5753,307,9025,3,Online Query,4
5754,299,23368,5,Branch Visit,2
5755,67,17593,5,Branch Visit,4
5756,179,4549,1,ATM Transaction,3
5757,115,28413,1,Support Call,3
5758,94,13980,3,Support Call,5
5759,130,11197,5,Branch Visit,5
5760,233,11168,1,Online Query,3
5761,250,8097,3,Support Call,4
5762,64,29380,2,Branch Visit,4
5763,8,21192,3,Support Call,1
5764,77,5268,3,Branch Visit,2
5765,84,19194,5,ATM Transaction,3
5766,45,23594,4,Branch Visit,4
5767,350,17411,5,Branch Visit,1
5768,357,4359,3,Support Call,3
5769,321,10861,3,Branch Visit,2
5770,310,4682,1,Branch Visit,2
5771,138,4145,2,Support Call,5
5772,178,27640,4,Branch Visit,5
5773,345,29467,2,Support Call,4
5774,83,22616,1,Online Query,3
5775,47,28251,2,Support Call,2
5776,340,20311,5,ATM Transaction,1
5777,6,8151,3,Support Call,2
5778,250,3664,3,Support Call,5
5779,357,4539,1,Support Call,4
5780,70,29363,5,Support Call,5
5781,90,4690,2,ATM Transaction,2
5782,315,20528,1,Online Query,2
5783,290,29904,2,Online Query,4
5784,176,7738,3,Online Query,3
5785,266,22423,5,Online Query,5
5786,121,973,4,Online Query,5
5787,5,11722,2,Branch Visit,1
5788,116,17834,2,Branch Visit,2
5789,257,11814,4,Online Query,1
5790,10,19816,5,Support Call,2
5791,21,15557,3,Online Query,3
5792,96,27815,4,Online Query,5
5793,11,15930,2,ATM Transaction,5
5794,32,1494,4,Online Query,5
5795,315,6490,2,Branch Visit,1
5796,258,16166,1,ATM Transaction,3
5797,44,21281,2,Online Query,3
5798,144,17402,3,Online Query,2
5799,184,6057,3,ATM Transaction,4
5800,135,3356,3,Online Query,2
5801,82,14611,2,Branch Visit,1
5802,32,21052,5,Support Call,4
5803,178,20748,2,Support Call,1
5804,93,29438,5,Support Call,5
5805,163,13169,2,Online Query,2
5806,72,17255,4,Branch Visit,5
5807,100,3385,5,Online Query,5
5808,26,9385,3,Online Query,2
5809,340,12782,1,Branch Visit,5
5810,239,20365,5,ATM Transaction,1
5811,187,2918,2,ATM Transaction,4
5812,7,12455,4,Online Query,2
5813,43,1362,4,Online Query,4
5814,329,29116,3,Support Call,5
5815,330,20187,3,ATM Transaction,3
5816,117,8086,5,Branch Visit,5
5817,242,7646,5,Online Query,4
5818,126,10777,5,Branch Visit,1
5819,264,4407,5,Online Query,3
5820,33,24992,3,Support Call,4
5821,230,3787,2,ATM Transaction,1
5822,29,26452,3,Branch Visit,5
5823,106,16408,1,Branch Visit,3
5824,265,424,3,Branch Visit,1
5825,306,9712,4,Support Call,5
5826,138,15671,1,Branch Visit,3
5827,315,28595,2,ATM Transaction,4
5828,188,27290,2,Support Call,3
5829,77,19323,5,Online Query,1
5830,62,1894,2,Branch Visit,2
5831,110,20306,2,ATM Transaction,1
5832,253,24058,4,Support Call,2
5833,249,21094,4,Online Query,2
5834,5,18530,1,Online Query,1
5835,176,10844,2,ATM Transaction,5
5836,161,11307,5,Support Call,4
5837,215,15593,1,ATM Transaction,3
5838,295,20865,5,ATM Transaction,2
5839,204,10218,2,ATM Transaction,1
5840,301,13848,2,Support Call,5
5841,234,8537,5,ATM Transaction,5
5842,117,27023,4,Online Query,4
5843,181,7022,1,ATM Transaction,3
5844,207,4749,2,Online Query,1
5845,313,13045,3,Branch Visit,5
5846,88,15729,4,ATM Transaction,4
5847,350,16192,4,ATM Transaction,1
5848,287,17197,3,Online Query,1
5849,322,6553,3,Online Query,4
5850,344,17105,4,Online Query,3
5851,93,3125,4,Branch Visit,5
5852,57,8851,2,Branch Visit,3
5853,205,29548,3,Branch Visit,3
5854,346,16725,1,Branch Visit,2
5855,252,2279,3,Branch Visit,4
5856,327,18878,2,Online Query,4
5857,50,12327,4,ATM Transaction,5
5858,288,27774,4,ATM Transaction,2
5859,351,20013,3,Branch Visit,1
5860,103,9213,3,Support Call,2
5861,277,13426,2,ATM Transaction,2
5862,124,12468,1,Support Call,4
5863,328,26839,1,Online Query,2
5864,310,3857,4,ATM Transaction,4
5865,77,12504,1,Support Call,1
5866,187,20841,4,Branch Visit,3
5867,88,25748,4,Branch Visit,2
5868,132,12390,5,Branch Visit,4
5869,257,2628,1,Branch Visit,5
5870,247,13303,5,Support Call,5
5871,119,4578,4,ATM Transaction,4
5872,333,25589,1,Support Call,4
5873,11,15799,5,ATM Transaction,5
5874,16,27838,2,ATM Transaction,3
5875,352,29345,3,Branch Visit,1
5876,161,22716,5,Branch Visit,2
5877,211,11002,3,Support Call,4
5878,313,4768,5,Online Query,4
5879,132,24918,4,Online Query,4
5880,206,9138,1,Support Call,1
5881,243,890,4,ATM Transaction,5
5882,42,29094,4,Online Query,3
5883,298,25841,4,ATM Transaction,5
5884,138,9765,1,Online Query,4
5885,299,12576,5,Support Call,4
5886,290,9008,1,ATM Transaction,2
5887,60,12880,1,Online Query,2
5888,147,2271,3,ATM Transaction,3
5889,124,1618,2,Branch Visit,1
5890,179,16540,2,Online Query,2
5891,225,19043,4,ATM Transaction,3
5892,277,7636,3,Branch Visit,5
5893,187,18376,3,Support Call,4
5894,124,13268,4,Support Call,4
5895,231,2067,1,Support Call,5
5896,92,18663,4,Branch Visit,3
5897,71,19768,3,Branch Visit,5
5898,365,6347,3,Support Call,4
5899,56,17149,3,Support Call,1
5900,351,14897,3,ATM Transaction,3
5901,288,26051,2,ATM Transaction,3
5902,364,18303,1,ATM Transaction,3
5903,132,6388,3,Online Query,2
5904,221,9256,5,Support Call,4
5905,125,11905,2,Branch Visit,5
5906,347,18665,5,Support Call,5
5907,282,936,1,ATM Transaction,2
5908,60,21550,2,ATM Transaction,1
5909,10,20974,1,Support Call,2
5910,122,18407,1,Support Call,4
5911,290,26356,2,ATM Transaction,5
5912,133,7140,1,Support Call,2
5913,227,21118,3,ATM Transaction,3
5914,209,24113,1,Branch Visit,1
5915,282,24889,1,Support Call,2
5916,73,27403,2,Branch Visit,1
5917,239,22232,2,Online Query,4
5918,358,22506,5,Branch Visit,3
5919,139,24788,1,Online Query,5
5920,347,3730,5,Branch Visit,4
5921,106,18083,2,Online Query,2
5922,293,13660,3,ATM Transaction,4
5923,206,25761,1,ATM Transaction,4
5924,284,13956,1,Support Call,2
5925,363,19289,2,ATM Transaction,5
5926,101,7294,5,Online Query,3
5927,49,7747,4,Online Query,5
5928,241,1196,5,Branch Visit,5
5929,48,20292,2,Branch Visit,1
5930,182,5341,4,Branch Visit,1
5931,249,17108,3,Branch Visit,5
5932,38,10079,1,Branch Visit,4
5933,53,12923,4,Branch Visit,4
5934,212,13687,4,Support Call,2
5935,247,18340,5,Online Query,2
5936,39,9819,1,Branch Visit,4
5937,51,1433,5,Support Call,2
5938,286,2497,3,Branch Visit,4
5939,55,3485,3,Branch Visit,5
5940,118,6855,3,Branch Visit,4
5941,329,9211,1,Branch Visit,2
5942,113,3994,3,ATM Transaction,3
5943,45,7730,1,Branch Visit,5
5944,127,17749,5,ATM Transaction,1
5945,291,29120,2,ATM Transaction,5
5946,226,12556,1,Online Query,1
5947,143,16113,3,Support Call,4
5948,66,5482,1,ATM Transaction,3
5949,215,20631,1,Support Call,4
5950,86,4990,1,ATM Transaction,5
5951,57,23237,5,Support Call,1
5952,365,28019,1,Support Call,4
5953,155,13877,2,ATM Transaction,1
5954,108,3250,4,ATM Transaction,2
5955,26,8801,2,Support Call,1
5956,319,17078,1,ATM Transaction,2
5957,261,5299,5,Online Query,4
5958,132,1919,5,ATM Transaction,3
5959,125,27524,3,ATM Transaction,1
5960,13,9863,2,ATM Transaction,3
5961,251,2991,1,Support Call,3
5962,4,28029,1,ATM Transaction,1
5963,36,11113,5,Online Query,2
5964,276,23794,1,Support Call,2
5965,290,5712,2,Support Call,4
5966,9,22266,3,Support Call,3
5967,115,13981,5,Branch Visit,2
5968,230,17476,2,Support Call,5
5969,20,15133,2,ATM Transaction,2
5970,225,12048,4,Branch Visit,3
5971,57,5718,1,Branch Visit,2
5972,88,23928,1,Support Call,1
5973,352,17733,3,Branch Visit,3
5974,310,11487,1,Support Call,4
5975,278,3600,2,ATM Transaction,1
5976,357,29502,4,Branch Visit,3
5977,112,1500,3,Branch Visit,1
5978,222,16778,4,Online Query,2
5979,263,7910,3,ATM Transaction,3
5980,61,27508,5,Branch Visit,4
5981,336,23940,5,ATM Transaction,2
5982,23,24058,2,Support Call,3
5983,10,3946,1,Online Query,2
5984,87,29953,3,Branch Visit,1
5985,267,7879,5,Support Call,2
5986,167,13454,5,Online Query,3
5987,84,6349,5,Branch Visit,2
5988,102,2659,4,Online Query,2
5989,74,27158,3,ATM Transaction,4
5990,36,26913,5,ATM Transaction,3
5991,258,19849,3,ATM Transaction,4
5992,25,22396,5,ATM Transaction,3
5993,32,18182,3,ATM Transaction,3
5994,347,8722,3,Support Call,4
5995,102,28990,3,Support Call,5
5996,128,25076,4,ATM Transaction,2
5997,91,29390,2,ATM Transaction,1
5998,254,16988,4,Online Query,4
5999,290,4035,2,Support Call,2
6000,122,10093,3,Branch Visit,3
6001,297,27001,5,Online Query,3
6002,290,20198,3,ATM Transaction,1
6003,179,5853,1,Online Query,4
6004,302,14296,2,Online Query,1
6005,82,3960,2,Online Query,4
6006,211,28480,2,Support Call,4
6007,255,13542,1,Support Call,5
6008,143,11860,3,Support Call,4
6009,15,24576,2,ATM Transaction,3
6010,171,29080,1,Branch Visit,2
6011,229,14900,4,ATM Transaction,5
6012,256,27320,5,Branch Visit,2
6013,353,15278,4,Branch Visit,4
6014,186,21315,4,Support Call,5
6015,118,16359,5,Support Call,3
6016,269,20524,4,Branch Visit,4
6017,331,16230,4,Support Call,3
6018,321,24733,4,Online Query,3
6019,77,23239,2,Online Query,4
6020,26,26488,2,Support Call,2
6021,124,27249,2,Branch Visit,2
6022,73,24405,1,Branch Visit,2
6023,183,780,1,Support Call,4
6024,306,22389,3,ATM Transaction,1
6025,240,17837,2,Support Call,2
6026,213,4142,2,ATM Transaction,2
6027,24,17360,5,Online Query,1
6028,198,9064,2,Online Query,5
6029,135,3418,3,ATM Transaction,2
6030,359,1363,1,Branch Visit,2
6031,290,4311,4,ATM Transaction,1
6032,166,22206,4,Branch Visit,1
6033,115,12704,1,Support Call,1
6034,120,19386,5,Branch Visit,4
6035,244,11287,4,Support Call,3
6036,234,2674,3,Online Query,2
6037,141,23388,3,Support Call,5
6038,351,413,5,Support Call,4
6039,303,9411,4,Online Query,3
6040,235,11394,4,Branch Visit,4
6041,152,13068,1,Branch Visit,2
6042,126,9281,5,Branch Visit,2
6043,339,6678,4,ATM Transaction,2
6044,35,23840,4,Support Call,2
6045,35,703,1,Support Call,4
6046,110,9607,4,Branch Visit,4
6047,296,8286,1,Online Query,4
6048,225,3083,5,Support Call,1
6049,159,16988,4,Support Call,1
6050,167,13895,3,Online Query,3
6051,192,7340,2,Support Call,4
6052,162,27479,5,Online Query,4
6053,63,7205,1,Support Call,1
6054,238,20224,4,Online Query,1
6055,201,8738,1,Branch Visit,3
6056,219,15951,2,Support Call,3
6057,56,22088,1,ATM Transaction,5
6058,316,20464,1,Branch Visit,5
6059,354,9547,1,Online Query,2
6060,273,6377,2,Support Call,4
6061,84,27472,1,ATM Transaction,3
6062,270,3786,1,Support Call,5
6063,136,21141,4,Support Call,2
6064,338,28256,5,ATM Transaction,5
6065,33,28863,4,Branch Visit,3
6066,109,10444,5,ATM Transaction,3
6067,275,27247,4,Support Call,5
6068,42,7777,4,Support Call,4
6069,72,18684,4,ATM Transaction,5
6070,343,585,4,ATM Transaction,4
6071,362,3167,3,Branch Visit,3
6072,332,10694,5,Online Query,2
6073,32,21977,2,Online Query,5
6074,115,16764,1,Support Call,3
6075,133,1253,2,ATM Transaction,4
6076,335,25192,3,Support Call,1
6077,180,19165,5,Support Call,2
6078,283,24658,3,Online Query,2
6079,14,9000,4,ATM Transaction,4
6080,111,2188,3,ATM Transaction,5
6081,22,22701,1,Support Call,3
6082,347,7670,3,Online Query,1
6083,177,7611,5,Branch Visit,3
6084,65,20923,5,Support Call,1
6085,202,3460,4,Support Call,2
6086,217,21685,5,ATM Transaction,5
6087,262,13865,1,ATM Transaction,4
6088,306,11207,5,Branch Visit,2
6089,108,12767,1,Branch Visit,3
6090,77,20865,5,Support Call,3
6091,131,3973,1,Online Query,4
6092,113,4892,1,Branch Visit,4
6093,226,22512,2,Support Call,4
6094,96,13835,5,ATM Transaction,4
6095,311,24850,5,Branch Visit,5
6096,23,21063,3,ATM Transaction,1
6097,263,28153,3,ATM Transaction,5
6098,303,10760,2,ATM Transaction,5
6099,346,15804,4,Online Query,1
6100,98,20810,1,Online Query,3
6101,104,5026,3,Branch Visit,4
6102,159,5652,5,ATM Transaction,1
6103,113,19616,1,Branch Visit,4
6104,160,14684,2,Branch Visit,1
6105,99,26955,1,Online Query,1
6106,342,802,4,Support Call,2
6107,347,14483,5,Online Query,3
6108,213,13283,3,Online Query,3
6109,163,27751,1,Branch Visit,2
6110,121,29370,4,Online Query,5
6111,228,6796,1,Support Call,3
6112,207,20194,3,Online Query,1
6113,140,12002,3,Support Call,2
6114,265,2966,3,Branch Visit,1
6115,309,25138,4,Online Query,1
6116,80,17143,1,Online Query,5
6117,221,23453,3,ATM Transaction,5
6118,173,28015,4,Branch Visit,4
6119,152,20094,5,Branch Visit,4
6120,159,3367,3,Branch Visit,5
6121,92,24317,1,Online Query,4
6122,66,8796,1,ATM Transaction,4
6123,264,28548,1,Branch Visit,3
6124,60,10528,5,ATM Transaction,2
6125,14,3787,2,ATM Transaction,2
6126,316,19570,4,Branch Visit,4
6127,267,28301,1,Support Call,2
6128,342,13650,1,ATM Transaction,4
6129,76,12838,4,ATM Transaction,4
6130,134,15062,5,Branch Visit,5
6131,283,26283,5,ATM Transaction,2
6132,117,8176,3,Branch Visit,1
6133,40,13712,4,Branch Visit,1
6134,210,23682,1,Branch Visit,3
6135,136,13340,3,Branch Visit,5
6136,355,22127,4,ATM Transaction,1
6137,238,15676,5,Support Call,2
6138,102,6265,1,Branch Visit,3
6139,249,18830,4,Online Query,2
6140,354,2272,2,Online Query,5
6141,360,13543,3,ATM Transaction,5
6142,136,13683,1,Support Call,1
6143,67,11642,4,ATM Transaction,1
