transaction_id,customer_id,txn_date_id,channel_id,account_id,txn_type_id,location_id,currency_id,loan_id,investment_type_id,txn_amount,txn_status
1148,7464,166,3,12189,4,4688,4,18380.0,,36.51,Failed
1149,23487,209,5,16223,6,246,6,,4.0,82.43,Pending
1150,24452,97,2,10504,6,19001,6,5871.0,8.0,24.53,Failed
1151,15004,270,3,3810,3,21524,5,4063.0,,108.64,Completed
1152,8265,153,4,27359,8,11554,8,,,104.97,Pending
1153,10902,74,2,1961,9,19814,5,,,38.83,Completed
1154,3492,286,2,4546,4,8996,6,,,136.95,Completed
1155,4840,31,5,4818,9,24528,7,,4.0,128.11,Completed
1156,15793,195,2,18178,3,12333,1,,,151.48,Pending
1157,9383,11,2,21669,4,29866,7,,7.0,101.44,Failed
1158,17015,92,5,3318,1,20096,3,,7.0,384.22,Completed
1159,8731,144,4,9223,6,20014,10,15894.0,8.0,88.78,Completed
1160,12659,242,4,17763,1,236,4,,6.0,158.86,Failed
1161,11387,310,2,12839,7,6792,9,,,145.87,Pending
1162,20518,15,2,4702,7,11246,7,,8.0,74.52,Failed
1163,2140,245,2,9130,5,2130,10,,,193.37,Pending
1164,9764,34,2,13064,1,12084,4,22477.0,8.0,284.89,Completed
1165,22874,238,3,26933,4,19753,9,28833.0,12.0,121.57,Pending
1166,8033,201,4,1441,1,3260,9,18033.0,4.0,270.86,Pending
1167,6061,51,2,4143,5,13294,3,5024.0,2.0,167.47,Completed
1168,13116,275,2,6384,6,16299,8,11317.0,,170.49,Completed
1169,22847,328,5,28698,10,7969,9,19321.0,,152.98,Failed
1170,26740,219,3,6713,9,16113,5,,8.0,128.48,Failed
1171,10232,6,2,12611,8,13840,6,27877.0,,195.9,Completed
1172,15091,364,5,24509,5,19677,3,,,113.66,Completed
1173,14709,208,4,12785,1,20424,6,26903.0,7.0,392.04,Failed
1174,1724,125,5,15693,5,12957,2,,,123.69,Completed
1175,14751,159,2,22728,7,15778,10,5389.0,5.0,27.19,Failed
1176,27130,150,3,2279,4,6485,8,17901.0,,44.56,Failed
1177,17893,339,4,3443,7,24949,9,5066.0,,126.72,Completed
1178,6197,322,1,27128,10,11169,4,29751.0,,79.0,Pending
1179,28186,140,4,25693,3,19145,6,,,24.0,Failed
1180,11319,315,1,29090,2,29357,10,,9.0,158.05,Completed
1181,22918,151,1,19494,1,27484,9,,,105.66,Pending
1182,1028,334,4,12451,1,28702,6,2335.0,6.0,228.84,Completed
1183,24379,304,3,20416,9,26385,10,1281.0,,141.66,Completed
1184,3899,125,1,5470,9,21059,4,6213.0,,111.29,Failed
1185,2844,118,2,8648,2,10882,2,29409.0,11.0,28.41,Completed
1186,6510,187,3,13806,6,23175,4,10940.0,,75.53,Completed
1187,22556,43,5,29484,6,9516,4,5415.0,,169.45,Failed
1188,14063,256,4,23680,3,5230,3,25706.0,8.0,114.44,Failed
1189,1911,10,3,4229,6,29733,2,,,191.44,Pending
1190,29607,93,5,4788,3,2411,1,23435.0,11.0,115.12,Failed
1191,20826,177,5,16986,7,26328,3,15670.0,,77.81,Failed
1192,15419,354,3,5107,1,16369,3,,,251.88,Failed
1193,23139,144,5,2891,6,12639,5,,2.0,169.57,Failed
1194,580,265,5,18445,2,5113,7,20891.0,,10.93,Completed
1195,29257,160,1,685,8,29399,3,10205.0,,60.6,Completed
1196,7560,203,2,28824,9,25020,1,,,37.0,Failed
1197,3683,48,2,15394,5,1959,5,18510.0,3.0,117.48,Completed
1198,20889,327,3,22995,10,17462,1,,,188.1,Completed
1199,21678,245,5,4760,10,7840,2,11004.0,2.0,61.62,Pending
1200,20657,58,2,5459,8,27163,7,,15.0,188.55,Completed
1201,18226,174,2,7049,10,23372,4,2818.0,,185.38,Pending
1202,2202,334,3,24954,8,25365,9,4243.0,,165.78,Failed
1203,19373,67,4,10732,4,16010,4,22981.0,,13.53,Pending
1204,4972,363,5,5583,6,12430,5,5847.0,5.0,183.36,Failed
1205,3985,82,5,25947,6,15339,10,,3.0,196.3,Completed
1206,23055,48,4,14974,2,15026,6,,2.0,124.39,Pending
1207,16420,331,3,16623,9,17269,9,,,147.94,Pending
1208,20753,166,4,9756,6,4948,4,23072.0,,106.95,Completed
1209,9902,276,2,25296,6,18102,2,9476.0,,121.81,Completed
1210,9231,133,2,16159,2,178,9,4141.0,5.0,110.27,Failed
1211,7043,199,4,29489,9,5071,9,,1.0,75.37,Completed
1212,9011,251,5,29594,5,7523,1,2142.0,,184.97,Completed
1213,23427,180,5,16454,7,16629,10,29143.0,,48.83,Failed
1214,23322,231,2,5335,8,22915,4,,13.0,102.24,Failed
1215,14207,278,1,24654,2,28051,5,27953.0,9.0,24.23,Completed
1216,3185,115,1,15148,5,1740,3,,,155.11,Pending
1217,13917,165,3,18165,8,8035,10,,,29.48,Pending
1218,19096,44,5,26679,10,19557,5,,,129.95,Pending
1219,24644,186,1,26607,3,4399,3,,5.0,135.22,Pending
1220,8069,312,3,8769,8,1567,1,12759.0,,196.99,Failed
1221,18484,338,3,7890,1,13834,3,,,255.61,Completed
1222,25317,1,3,13795,9,12156,1,17936.0,,120.75,Failed
1223,235,219,1,2970,3,3217,3,,,25.78,Failed
1224,22604,341,2,8838,7,15652,1,15544.0,,24.77,Completed
1225,27868,78,4,5145,3,4372,7,,14.0,82.56,Pending
1226,22991,1,3,16384,2,14384,10,,13.0,83.51,Failed
1227,1190,146,3,3878,8,27226,4,7067.0,,15.98,Completed
1228,29957,242,1,23519,7,5636,8,28727.0,13.0,132.93,Completed
1229,6508,242,4,6085,8,16546,9,10565.0,,134.49,Pending
1230,24242,78,5,21322,6,10384,4,25341.0,,15.7,Failed
1231,6946,197,5,24949,9,29950,3,5729.0,4.0,165.63,Pending
1232,18108,220,3,13396,8,16964,8,25652.0,,137.77,Completed
1233,11866,286,5,2259,3,3164,1,13231.0,12.0,85.22,Failed
1234,6516,110,4,13206,1,16204,5,9090.0,11.0,309.81,Pending
1235,15405,233,3,29493,5,21134,9,,,29.1,Failed
1236,29248,128,3,22372,2,22586,5,,,110.38,Pending
1237,4299,292,1,9639,7,2513,5,28057.0,1.0,175.63,Pending
1238,19839,217,4,19879,5,18976,1,15439.0,,68.35,Pending
1239,13534,177,2,13097,9,7044,5,,,24.03,Pending
1240,15697,316,5,1873,7,3017,2,,5.0,96.39,Failed
1241,18405,219,5,20104,7,13052,2,,13.0,33.24,Completed
1242,8039,281,2,29125,10,25798,2,,14.0,57.08,Pending
1243,17885,171,3,5815,9,17960,10,25722.0,14.0,66.97,Failed
1244,25274,287,2,2231,9,5063,2,15475.0,11.0,29.51,Completed
1245,18867,40,1,24714,4,1297,5,,,64.66,Failed
1246,27623,257,1,3610,6,17683,3,18010.0,11.0,130.97,Pending
1247,20989,216,4,15003,10,2185,6,,7.0,169.96,Pending
1248,8514,171,5,27931,1,1277,5,,9.0,440.83,Completed
1249,27055,150,5,17399,4,26728,5,,,180.0,Failed
1250,14370,341,1,26579,1,733,5,1877.0,11.0,109.19,Pending
1251,4074,96,3,6931,6,20182,3,,8.0,51.3,Completed
1252,7914,289,2,29884,6,29770,7,14329.0,,80.6,Failed
1253,27261,7,5,15761,8,17764,10,7690.0,4.0,192.81,Pending
1254,27625,170,2,24041,1,16942,9,10569.0,,244.14,Completed
1255,20053,14,4,28315,6,9216,6,,,189.02,Failed
1256,28413,329,1,23268,3,17851,6,20897.0,11.0,22.35,Failed
1257,27010,120,3,20807,3,24519,2,23943.0,,28.14,Pending
1258,11097,135,1,14391,9,17136,1,,10.0,106.93,Failed
1259,12465,310,3,22632,7,17309,9,,14.0,183.05,Failed
1260,3909,254,3,20278,7,20427,2,16986.0,,115.17,Failed
1261,3063,159,2,13006,2,1969,3,25594.0,,35.74,Pending
1262,29764,297,1,3359,6,16662,5,7475.0,1.0,182.58,Completed
1263,26221,219,1,17959,2,8080,7,17705.0,3.0,104.45,Pending
1264,12858,37,4,905,7,14248,1,21015.0,,105.61,Completed
1265,2682,200,1,2856,1,28258,2,22530.0,2.0,485.76,Completed
1266,15282,62,2,9181,6,15308,4,,,55.44,Failed
1267,21659,225,3,26372,10,28252,9,2471.0,4.0,87.33,Pending
1268,12269,124,1,344,9,22651,9,1350.0,13.0,129.6,Completed
1269,12597,128,5,14855,7,12910,10,,,198.68,Failed
1270,4677,69,2,11747,4,10677,2,,,114.39,Failed
1271,5974,79,2,17319,6,28504,7,,,64.08,Pending
1272,15791,135,4,18500,5,18286,5,3428.0,7.0,108.07,Completed
1273,645,198,3,10424,10,14361,3,23638.0,,130.33,Pending
1274,25031,107,4,3749,5,13544,3,2417.0,,137.27,Pending
1275,26917,149,2,8502,8,28488,8,11500.0,8.0,104.41,Completed
1276,21581,312,3,6781,6,16272,10,1532.0,8.0,143.34,Pending
1277,8090,242,1,15827,6,6825,9,15890.0,,133.93,Completed
1278,28342,301,3,7192,8,4632,2,2759.0,,46.62,Completed
1279,6932,132,2,17355,3,17982,8,,,31.74,Failed
1280,15114,154,1,337,5,7051,9,22052.0,9.0,106.94,Failed
1281,6604,46,4,26844,4,26634,6,,15.0,63.12,Completed
1282,22193,42,2,8478,1,17608,4,1623.0,,210.4,Pending
1283,1931,280,1,7023,1,14948,8,,,427.76,Failed
1284,1890,232,2,4761,7,22389,6,4804.0,13.0,92.97,Pending
1285,16813,153,1,13830,3,9556,3,14426.0,1.0,63.09,Failed
1286,2854,182,3,23792,8,28737,5,3326.0,13.0,10.8,Failed
1287,13653,87,3,4406,6,6824,6,10081.0,7.0,121.07,Pending
1288,16614,328,1,28628,6,26342,9,,3.0,143.94,Failed
1289,16318,133,5,5943,4,143,6,,,193.24,Pending
1290,11575,325,2,5615,10,23830,10,,12.0,144.81,Failed
1291,1224,298,3,19159,2,18030,5,,,98.04,Pending
1292,25640,351,2,128,6,7323,5,10185.0,,137.05,Pending
1293,6763,256,5,23014,2,14130,9,,,26.16,Failed
1294,9114,34,2,6482,8,19750,9,24746.0,4.0,144.98,Completed
1295,19571,327,1,17896,10,1880,7,,2.0,21.77,Completed
1296,19773,93,5,3053,10,19093,2,,,88.47,Completed
1297,28011,133,5,4231,8,9179,8,16111.0,,120.76,Completed
1298,9487,32,3,27921,7,12740,5,3872.0,1.0,149.02,Failed
1299,5496,103,3,5966,7,22981,5,17723.0,,146.27,Completed
1300,28148,21,4,12369,5,6436,7,,15.0,16.61,Failed
1301,20589,307,3,10961,5,8356,6,22697.0,3.0,64.82,Failed
1302,13065,310,4,12795,10,7399,10,9171.0,6.0,19.58,Failed
1303,7419,342,5,2557,5,26449,5,,,62.57,Failed
1304,18814,162,1,19107,3,4449,9,23133.0,8.0,66.96,Completed
1305,4921,236,1,1429,8,2729,9,14840.0,2.0,11.38,Completed
1306,2862,148,4,19149,3,1215,6,,,14.03,Pending
1307,5455,127,5,969,4,26008,6,10191.0,7.0,26.84,Completed
1308,20362,13,5,25435,7,1844,2,,1.0,111.77,Completed
1309,5566,305,2,19677,1,15932,7,,5.0,454.4,Failed
1310,14239,209,3,4567,7,6049,4,,10.0,29.81,Completed
1311,14281,26,4,15234,2,14708,9,25508.0,,187.88,Completed
1312,1583,125,2,21568,8,2894,10,6051.0,2.0,126.7,Pending
1313,9638,194,1,6061,6,5766,8,1388.0,6.0,143.25,Failed
1314,20591,120,2,22592,8,14154,9,,,49.29,Completed
1315,18959,257,4,6092,1,19840,6,,10.0,226.35,Failed
1316,12876,322,4,3678,3,12792,8,28807.0,6.0,106.65,Pending
1317,10747,165,2,8709,7,10942,8,,,60.93,Completed
1318,4695,151,4,27893,7,14502,10,9232.0,,174.52,Completed
1319,9121,129,5,6214,10,10597,1,17445.0,15.0,37.0,Pending
1320,4478,86,1,21416,5,17592,10,765.0,,70.88,Pending
1321,4017,277,2,28880,7,24696,5,,,44.6,Completed
1322,19415,28,5,25127,7,9000,3,,2.0,108.86,Completed
1323,5627,312,4,28994,4,3343,3,,7.0,49.78,Completed
1324,9915,12,3,24540,4,28052,5,18648.0,8.0,77.84,Completed
1325,9791,125,4,1886,9,26184,7,,6.0,164.58,Failed
1326,467,259,3,15228,6,9864,10,18891.0,,29.06,Completed
1327,3472,21,3,20512,1,5753,10,,3.0,452.5,Failed
1328,25243,57,1,11471,9,522,6,,,199.82,Completed
1329,29266,181,5,11557,6,2143,1,18120.0,,156.71,Pending
1330,21717,258,1,29257,5,21221,1,,,171.73,Completed
1331,10219,347,3,28313,8,6313,10,17120.0,12.0,117.87,Failed
1332,12307,360,1,9499,6,21828,2,,,102.68,Pending
1333,23437,114,3,2973,4,20541,8,,12.0,176.8,Completed
1334,24790,327,4,14553,5,23775,1,,,32.62,Completed
1335,12469,280,1,15262,10,3846,8,,,132.67,Pending
1336,26242,196,4,26875,7,11454,1,,11.0,81.42,Failed
1337,18900,143,5,29729,3,5069,5,,9.0,128.8,Failed
1338,4874,168,2,7241,5,26220,1,,7.0,83.1,Failed
1339,2360,155,1,16911,10,5873,8,19046.0,1.0,189.34,Failed
1340,25376,325,4,16215,9,2422,5,6662.0,1.0,113.43,Completed
1341,1841,233,4,12027,4,21619,5,1010.0,,155.16,Pending
1342,2613,359,5,24378,2,10912,1,,,66.71,Pending
1343,23268,1,4,14007,7,868,7,1705.0,4.0,62.6,Pending
1344,23017,92,2,22919,9,4661,10,26899.0,11.0,177.0,Pending
1345,4136,359,1,23840,1,4484,7,,,430.09,Completed
1346,7861,93,2,10271,3,21126,10,14019.0,,160.69,Completed
1347,7981,91,4,20197,2,20050,3,,15.0,59.24,Failed
1348,17484,138,5,16148,3,620,2,,2.0,49.43,Pending
1349,18893,59,1,17376,10,1725,9,,15.0,12.33,Pending
1350,29483,6,3,19701,9,14020,8,,,82.47,Failed
1351,12223,134,3,2218,9,15295,9,,14.0,149.96,Pending
1352,6634,43,2,16183,2,26511,9,22446.0,,173.34,Pending
1353,16315,221,5,14667,10,28924,8,,8.0,190.15,Completed
1354,6844,195,3,6689,2,29278,8,,,86.78,Failed
1355,14761,278,4,21981,1,21516,3,4615.0,12.0,283.53,Failed
1356,24379,48,4,8785,10,22697,10,54.0,10.0,59.62,Pending
1357,10921,42,4,20572,3,2606,8,,,72.87,Failed
1358,21730,206,5,26787,8,29279,3,,,159.11,Failed
1359,18437,143,4,9283,3,13896,10,24390.0,7.0,151.69,Failed
1360,11895,343,4,19874,8,24313,3,,,70.35,Failed
1361,7492,80,3,26739,4,18630,2,,,64.53,Failed
1362,9598,173,1,7199,9,15974,6,,7.0,41.83,Pending
1363,1483,317,4,1241,5,6158,8,,5.0,26.46,Pending
1364,22521,265,1,5872,2,5994,8,,13.0,116.45,Pending
1365,13898,147,3,25633,5,8996,8,16161.0,15.0,175.74,Failed
1366,24050,227,3,5678,8,27379,4,,,28.27,Pending
1367,17373,314,4,327,6,26533,4,3220.0,3.0,183.94,Pending
1368,4012,172,2,5555,5,18446,3,,,110.33,Failed
1369,17052,62,3,2804,2,27681,1,8353.0,5.0,128.2,Pending
1370,7461,144,1,25626,3,22424,3,8681.0,,146.5,Completed
1371,6683,280,2,13658,3,28401,1,,2.0,144.64,Completed
1372,28271,208,1,3312,8,9162,8,,13.0,137.47,Completed
1373,13501,196,3,15634,7,6863,5,19472.0,5.0,25.57,Failed
1374,23841,360,4,2548,9,29841,9,4920.0,15.0,105.05,Pending
1375,12776,362,1,5743,8,21164,9,569.0,,137.45,Failed
1376,22318,278,1,14655,8,10114,5,859.0,9.0,106.38,Completed
1377,5229,222,4,26388,2,13673,5,5843.0,,142.0,Failed
1378,27285,216,4,5549,7,10292,5,22312.0,,72.0,Pending
1379,12181,35,5,24292,1,10249,3,,,197.09,Pending
1380,16414,128,2,28826,4,11603,2,20900.0,8.0,135.35,Pending
1381,8881,221,4,15456,3,12103,3,,13.0,93.76,Pending
1382,13359,290,5,27548,8,13019,2,,,70.0,Pending
1383,28778,18,4,3596,7,1487,1,,,28.62,Pending
1384,22668,162,5,7601,6,6201,1,,,74.53,Failed
1385,10596,222,1,10505,1,8917,2,,8.0,258.99,Pending
1386,24558,109,4,5658,6,16411,5,4186.0,8.0,80.95,Pending
1387,23103,60,2,24897,7,21214,3,,,91.11,Pending
1388,10652,283,1,28676,9,10813,4,,,189.04,Completed
1389,16396,143,3,7267,4,24797,2,2053.0,,125.99,Pending
1390,4691,259,3,17204,7,6331,3,,9.0,126.54,Completed
1391,7443,290,2,27199,5,28454,10,5920.0,,16.71,Failed
1392,281,365,2,19619,6,5858,1,22496.0,,16.32,Completed
1393,19788,87,3,14686,3,9835,7,2798.0,9.0,39.6,Failed
1394,24993,332,3,3473,1,16633,9,,2.0,203.05,Failed
1395,16140,239,2,1211,3,29377,7,27463.0,15.0,45.84,Completed
1396,18579,57,2,26939,6,17402,4,,,185.27,Completed
1397,15307,104,3,7531,3,27527,8,13388.0,,131.22,Completed
1398,25875,53,5,26214,6,22385,4,,,111.56,Completed
1399,27891,189,3,10716,8,25480,10,,6.0,72.99,Pending
1400,9967,310,2,29618,7,28773,2,,,61.82,Completed
1401,7143,14,3,3291,7,8798,9,4784.0,10.0,42.67,Pending
1402,507,12,3,9547,10,25711,8,29135.0,14.0,66.97,Completed
1403,6809,61,2,14447,7,8698,7,9697.0,,85.37,Failed
1404,29158,231,3,26001,8,16247,1,27591.0,,182.95,Completed
1405,5800,174,2,19894,10,9129,9,,,149.9,Pending
1406,16248,243,5,25543,10,1417,6,1753.0,3.0,188.04,Pending
1407,8681,296,2,20843,1,24985,10,13386.0,4.0,417.07,Pending
1408,7739,77,4,730,6,15563,5,29699.0,11.0,16.93,Failed
1409,27697,37,5,17337,10,9520,9,,15.0,74.83,Completed
1410,1558,336,4,20064,5,20630,5,2282.0,,65.97,Pending
1411,13413,277,5,28601,3,14634,10,,,118.4,Failed
1412,8085,199,5,18464,2,2510,5,,,99.53,Completed
1413,4446,104,1,7644,8,27568,9,18828.0,,18.29,Completed
1414,27080,90,4,3882,5,8048,3,23684.0,6.0,164.57,Failed
1415,18363,70,3,4,2,29390,6,,,185.87,Pending
1416,488,265,4,7512,8,6981,8,,12.0,118.52,Failed
1417,484,95,1,10264,1,11050,7,755.0,10.0,430.45,Completed
1418,27253,357,4,6950,7,12397,6,5084.0,,63.4,Pending
1419,15432,85,5,13822,7,18223,8,19388.0,,168.84,Completed
1420,26646,122,5,21584,2,12171,3,,,47.35,Completed
1421,25855,139,2,3707,8,24733,7,,,91.86,Failed
1422,11009,170,2,19964,5,28103,2,,9.0,179.42,Failed
1423,12607,291,1,13130,4,19241,4,15449.0,6.0,84.28,Pending
1424,7713,30,4,25523,4,2920,7,,,153.71,Failed
1425,682,216,1,20743,6,11095,6,,9.0,161.55,Pending
1426,23249,221,4,8582,8,2540,1,,,86.53,Completed
1427,19679,359,3,19255,7,16153,10,,,40.95,Pending
1428,20541,158,1,5997,8,6946,6,,,77.12,Pending
1429,18948,43,2,3627,7,15143,7,,,68.19,Completed
1430,885,106,1,5165,2,20428,4,,11.0,183.99,Failed
1431,19131,341,1,20827,1,2374,2,,6.0,215.45,Pending
1432,19687,326,4,2633,9,3316,9,,,170.99,Pending
1433,20678,156,3,26949,4,712,9,,10.0,128.27,Completed
1434,14831,87,4,26912,9,29764,9,,1.0,97.61,Failed
1435,22399,316,2,11218,4,17471,1,,5.0,184.71,Failed
1436,26099,143,1,6956,8,415,7,4123.0,,58.14,Pending
1437,17346,170,5,27439,1,21393,1,,,148.08,Failed
1438,3256,337,2,4516,2,14911,6,17198.0,,168.37,Completed
1439,968,193,4,25561,3,26511,4,,,180.59,Completed
1440,19780,248,1,22558,8,20513,8,10540.0,12.0,59.84,Failed
1441,4159,98,1,22237,10,15276,5,,8.0,165.78,Failed
1442,8059,67,5,15993,10,10180,2,10830.0,6.0,62.36,Failed
1443,20123,66,1,22618,7,14417,9,19255.0,14.0,68.62,Completed
1444,2089,217,2,15090,1,4860,5,27437.0,,222.91,Pending
1445,14172,243,1,24664,7,17295,6,23861.0,,66.51,Pending
1446,2288,127,2,9122,3,20416,1,1.0,,137.35,Completed
1447,25772,232,2,25432,5,16703,7,,4.0,84.49,Completed
1448,5810,193,1,12470,7,22382,10,,,119.37,Completed
1449,14489,45,5,13180,6,20634,7,,,72.02,Completed
1450,20254,112,4,13370,5,1341,6,,14.0,157.6,Failed
1451,13511,94,1,21859,4,10522,3,,8.0,23.36,Pending
1452,26344,353,5,21802,1,27214,2,9261.0,4.0,297.16,Completed
1453,9121,10,1,26999,9,16991,10,,,80.56,Completed
1454,25676,296,3,18332,1,21988,2,,15.0,471.47,Failed
1455,15911,82,3,24824,1,16189,3,,6.0,348.94,Failed
1456,2450,254,5,9504,5,7742,6,,3.0,117.9,Failed
1457,24312,125,4,9628,7,27888,5,,11.0,123.28,Pending
1458,19555,50,5,11417,9,5300,10,,4.0,78.23,Pending
1459,226,183,5,23772,8,1259,3,,11.0,136.73,Pending
1460,17464,231,5,9938,8,23536,7,,,165.8,Failed
1461,7401,46,5,18847,4,19471,5,,,125.4,Completed
1462,6814,304,2,21532,5,8428,1,21634.0,,56.07,Failed
1463,4188,170,2,15455,2,22095,2,,5.0,84.83,Completed
1464,315,213,5,27010,7,13621,1,1991.0,,114.2,Pending
1465,20611,287,4,7329,8,29419,1,,6.0,87.54,Failed
1466,15976,251,3,4604,7,25775,3,,,158.55,Pending
1467,7633,76,2,23217,4,8668,3,,,159.85,Failed
1468,21699,64,1,26709,6,9603,3,,,29.06,Failed
1469,12253,71,3,27188,8,16297,6,,,56.23,Failed
1470,22274,181,5,21094,10,26414,5,,8.0,105.88,Pending
1471,24580,240,1,3225,4,24837,4,,,79.67,Pending
1472,12959,84,4,7372,7,15217,3,,6.0,68.6,Pending
1473,8744,58,1,4068,9,26968,3,,,37.22,Pending
1474,8130,323,5,14400,10,22322,9,21698.0,7.0,160.93,Completed
1475,2569,37,3,6671,2,7507,7,,12.0,164.82,Failed
1476,27521,299,2,16559,2,3280,8,15875.0,8.0,53.63,Failed
1477,22609,212,2,24422,6,9115,3,11888.0,4.0,155.39,Completed
1478,11039,186,5,20699,9,28114,8,,8.0,25.85,Pending
1479,1471,175,5,25863,7,1247,1,27618.0,4.0,92.44,Completed
1480,9697,266,5,17923,10,13706,6,,,121.3,Failed
1481,438,108,1,3442,7,23510,3,,7.0,25.53,Failed
1482,26944,144,4,1085,7,8408,4,21044.0,,166.14,Failed
1483,29693,254,2,29259,9,20840,6,26321.0,10.0,146.33,Completed
1484,21239,11,1,21072,10,22089,1,,,176.64,Pending
1485,8315,4,4,356,7,24073,3,,,184.92,Pending
1486,18871,297,5,21819,8,11155,3,,1.0,186.73,Completed
1487,8446,85,5,4555,8,1394,6,,,104.6,Pending
1488,18608,198,2,5025,2,25419,9,12580.0,11.0,115.2,Pending
1489,27444,176,5,15064,8,11946,6,21827.0,,198.62,Pending
1490,4359,22,3,29772,6,10425,8,24510.0,1.0,184.0,Completed
1491,22616,318,2,15969,1,22673,5,27806.0,15.0,236.78,Completed
1492,26667,194,5,9061,10,10449,7,,,159.91,Pending
1493,9875,141,2,5408,1,29419,8,27662.0,,241.19,Completed
1494,23298,82,1,4333,2,17767,1,,,187.13,Failed
1495,24005,148,3,27459,4,25208,4,15863.0,13.0,13.04,Failed
1496,29148,133,5,13508,2,15964,8,16134.0,13.0,187.86,Failed
1497,5010,225,5,18273,2,16021,2,,,127.71,Pending
1498,8854,73,3,3190,8,16392,2,23527.0,2.0,61.76,Pending
1499,9634,83,4,11170,8,7659,2,,8.0,145.09,Pending
1500,19402,107,3,11043,4,20605,6,,12.0,17.32,Completed
1501,28826,194,2,20910,8,14994,9,5318.0,9.0,53.87,Completed
1502,24151,264,3,13466,10,10293,2,,,83.48,Failed
1503,12036,203,1,7430,2,9756,10,,,131.23,Pending
1504,29835,98,4,12077,5,24100,9,,11.0,162.86,Pending
1505,13709,217,1,5387,10,4245,9,14237.0,15.0,141.23,Pending
1506,29836,133,3,1917,4,15777,4,8301.0,,175.38,Pending
1507,17009,252,2,16087,8,11311,2,,,14.79,Pending
1508,2963,73,3,4720,2,5420,9,29135.0,10.0,74.46,Pending
1509,18643,267,4,1794,7,28950,2,,,64.98,Pending
1510,11361,105,2,27911,4,23554,6,20413.0,,128.63,Failed
1511,15108,90,1,6730,5,15574,2,22631.0,,122.68,Failed
1512,22695,213,3,29105,8,23535,7,2902.0,2.0,65.77,Completed
1513,13181,87,5,19,6,23988,6,4594.0,4.0,179.69,Failed
1514,1713,342,4,5799,3,20154,6,2527.0,2.0,187.33,Pending
1515,95,222,3,6601,1,10061,5,,5.0,289.97,Completed
1516,20374,73,2,20268,3,806,10,,13.0,167.85,Pending
1517,19454,358,4,25652,10,12688,1,24218.0,,125.54,Failed
1518,13100,123,3,26018,9,12681,7,5799.0,,63.87,Failed
1519,6728,110,5,17554,7,3889,4,1093.0,12.0,66.11,Completed
1520,13466,14,5,20019,8,24643,8,,,114.7,Pending
1521,5617,257,1,19659,7,29024,5,,,170.83,Failed
1522,18799,232,2,17472,10,15212,7,19391.0,8.0,124.49,Pending
1523,10665,105,3,28042,10,7024,5,,14.0,191.48,Completed
1524,10659,78,3,6268,8,13875,6,12166.0,,102.41,Pending
1525,19179,68,2,27366,8,6772,5,,,32.35,Failed
1526,8178,298,5,6412,6,23820,1,25999.0,13.0,178.04,Failed
1527,5075,32,4,9102,10,9234,10,,15.0,160.01,Failed
1528,19471,90,3,6115,4,28511,7,,,45.7,Completed
1529,21822,340,1,28201,9,4541,6,4616.0,,17.58,Failed
1530,4124,106,5,15624,9,9880,3,,,60.37,Failed
1531,5546,330,4,21914,1,23256,10,,,148.98,Completed
1532,21824,362,5,25613,2,19039,9,2763.0,11.0,194.72,Completed
1533,5043,98,4,20975,1,19597,7,,6.0,165.95,Completed
1534,22956,292,5,8622,3,24278,10,,,100.6,Failed
1535,1509,166,3,27005,4,14854,10,,,116.93,Pending
1536,9167,173,1,17098,10,23603,5,,,49.97,Failed
1537,12887,318,1,20534,9,23585,9,,4.0,23.5,Failed
1538,22496,191,4,15130,2,9745,4,,4.0,115.57,Completed
1539,26773,337,3,27484,10,21272,6,13808.0,6.0,175.25,Completed
1540,18079,343,2,13307,8,13146,2,14491.0,10.0,158.42,Failed
1541,20163,225,4,17113,6,29771,6,,,133.96,Completed
1542,13650,229,3,18892,8,10200,1,4208.0,1.0,139.04,Failed
1543,1436,251,1,12753,6,25011,6,,,135.59,Pending
1544,18053,174,5,16749,4,28744,2,,,78.56,Completed
1545,19808,56,5,4741,9,3578,5,5454.0,2.0,104.11,Failed
1546,4994,258,1,9788,1,5171,3,,,450.08,Pending
1547,25543,265,1,13471,6,29073,3,,7.0,33.42,Failed
1548,20385,1,5,6666,8,4251,4,,1.0,172.37,Failed
1549,19818,220,5,27043,4,15912,10,,,85.78,Failed
1550,15017,278,3,18772,8,18843,1,15584.0,11.0,173.16,Completed
1551,15152,24,2,17702,4,24203,7,,,122.02,Pending
1552,21028,25,4,22216,2,4630,8,732.0,12.0,44.0,Failed
1553,6847,240,5,15383,10,12089,5,27997.0,,153.46,Pending
1554,24807,120,3,24884,2,26103,4,,12.0,184.5,Pending
1555,19424,250,5,14971,10,935,9,,6.0,84.6,Failed
1556,29601,1,2,5315,1,2679,9,3577.0,2.0,485.98,Failed
1557,26912,140,4,22292,2,10482,4,,2.0,136.91,Failed
1558,15252,233,2,6178,7,6016,9,,,95.54,Failed
1559,9658,158,3,12462,2,22513,1,21319.0,,40.14,Completed
1560,17592,37,4,1906,9,14439,5,16181.0,3.0,121.47,Failed
1561,14369,70,2,11414,2,5213,3,,3.0,135.76,Pending
1562,24838,270,1,23518,5,17224,5,,,172.67,Pending
1563,20761,91,5,8347,3,16888,10,,2.0,147.67,Pending
1564,7062,317,2,28502,1,29947,5,,,443.1,Completed
1565,15440,44,5,8034,9,13190,7,,12.0,91.4,Failed
