investment_id,date_id,investment_type_id,account_id,amount_invested,investment_return
9697,55,15,15378,6681.87,748.16
9698,346,5,10595,5163.19,
9699,147,9,25824,9668.84,523.66
9700,114,2,12843,331.16,
9701,355,2,12672,4659.81,661.26
9702,46,4,11717,179.72,226.66
9703,199,6,9656,9387.8,
9704,11,3,29804,6162.09,313.21
9705,213,4,4008,3194.27,
9706,148,13,1708,6329.03,
9707,166,12,16719,5583.44,
9708,236,12,1457,1162.61,
9709,130,9,5562,5685.8,888.18
9710,57,10,26955,9043.17,
9711,186,1,25075,2860.5,
9712,206,12,19314,1819.93,
9713,239,1,27346,9246.24,439.0
9714,18,7,14256,1253.33,
9715,128,15,21736,6847.39,
9716,225,12,13904,2273.09,
9717,232,14,13613,1376.33,556.07
9718,26,3,20103,3284.93,41.18
9719,151,11,4748,1399.92,
9720,29,14,5377,2407.59,452.51
9721,247,7,6479,877.69,
9722,313,2,12017,5944.54,629.42
9723,98,8,16395,1843.77,
9724,240,12,5548,4022.8,732.56
9725,123,3,18143,7680.77,
9726,59,1,5190,4776.85,419.03
9727,44,2,11112,3521.48,
9728,304,3,15620,947.85,205.79
9729,101,5,28853,9897.96,17.78
9730,172,9,4054,6699.81,939.78
9731,161,3,11251,8213.32,441.77
9732,5,14,5555,2018.9,504.53
9733,144,2,17941,6104.61,
9734,21,4,2285,7931.83,
9735,186,5,8184,5541.78,
9736,30,10,1087,8330.39,
9737,121,9,5099,4855.85,546.66
9738,114,8,10771,1976.47,527.87
9739,297,15,8826,7912.89,382.95
9740,228,5,6397,900.84,
9741,137,10,6731,6466.1,
9742,260,11,25129,5439.65,
9743,117,4,13693,6288.61,665.71
9744,333,11,17879,6343.24,
9745,160,12,7906,8726.16,
9746,96,6,24807,1117.32,529.84
9747,209,15,13484,9606.15,488.76
9748,201,14,10938,3206.03,690.66
9749,40,11,1151,6189.44,
9750,37,6,10034,7956.15,903.24
9751,208,8,693,6281.69,
9752,222,13,29683,7375.71,
9753,306,4,12229,9597.89,270.42
9754,107,3,301,6550.54,
9755,267,5,26884,4806.6,
9756,363,15,24607,7375.07,38.37
9757,192,3,7934,6653.96,
9758,300,1,13439,7083.19,859.91
9759,30,14,23385,9572.26,240.0
9760,166,10,15329,2703.38,
9761,108,9,18658,9759.92,
9762,70,8,22194,281.26,
9763,148,3,3271,3088.4,105.79
9764,48,5,23927,6603.39,985.01
9765,300,2,18105,8350.52,35.32
9766,296,15,13381,7219.78,
9767,308,11,16251,9439.75,357.71
9768,24,13,23371,9197.8,
9769,249,2,16727,5471.01,
9770,60,6,20018,9330.27,588.34
9771,345,5,27367,5571.02,754.7
9772,303,8,16204,2792.84,
9773,258,13,9139,8893.63,622.92
9774,164,6,10554,285.47,384.83
9775,357,10,5812,442.59,957.63
9776,302,5,2492,5882.04,838.38
9777,362,4,18613,1651.36,409.55
9778,115,9,154,4942.37,
9779,13,2,7101,2620.06,255.77
9780,216,15,16069,282.43,
9781,84,5,21517,7905.65,
9782,42,11,2477,702.61,611.32
9783,348,14,19884,7896.41,
9784,328,7,20412,6313.09,222.67
9785,309,9,2778,2400.98,286.33
9786,329,10,8063,5659.34,471.7
9787,171,13,29195,362.84,697.96
9788,329,15,26565,950.47,602.2
9789,92,8,18619,5165.02,799.3
9790,175,12,23125,8802.92,
9791,137,1,283,764.42,
9792,215,9,6851,6463.53,
9793,218,5,9569,3886.81,747.15
9794,172,11,25349,1750.24,
9795,357,7,29245,8204.07,
9796,142,10,20822,7463.49,354.3
9797,10,11,6765,2648.54,283.82
9798,215,9,26988,8490.09,
9799,299,5,12243,2260.81,
9800,53,10,19989,6953.65,
9801,339,4,27056,1261.07,201.18
9802,106,7,19214,9368.92,
9803,155,2,1667,1807.83,534.51
9804,111,5,14625,4198.6,
9805,363,7,21584,6487.98,
9806,50,14,6900,8813.34,108.94
9807,354,3,23062,9600.97,482.54
9808,36,5,13992,6080.96,
9809,110,9,19248,387.53,
9810,219,15,7847,2886.24,703.68
9811,127,8,28535,8165.8,
9812,229,9,28662,6788.41,808.02
9813,195,7,18609,3093.38,900.22
9814,2,7,24944,6482.99,630.22
9815,288,4,24702,3611.49,
9816,177,2,5052,4858.08,813.41
9817,177,11,20564,9247.35,189.89
9818,309,10,1798,315.04,131.84
9819,59,6,25500,8128.38,557.13
9820,153,10,17542,4677.18,
9821,60,15,22662,933.23,928.9
9822,251,10,19657,4096.01,529.32
9823,15,2,24461,1843.04,183.03
9824,116,15,21811,8677.95,302.38
9825,275,11,20134,4313.75,
9826,216,8,19124,6293.52,
9827,103,4,23733,7958.29,707.36
9828,138,15,5336,2799.52,
9829,89,14,4097,6681.74,56.48
9830,28,7,4481,4468.62,
9831,265,9,3486,1546.69,
9832,24,10,13969,7198.74,180.83
9833,181,3,7501,8442.92,
9834,140,9,28301,4940.37,994.6
9835,306,3,13774,9158.23,492.14
9836,360,7,16229,4956.46,546.66
9837,67,5,20433,6061.3,
9838,62,15,23650,9870.71,979.18
9839,130,1,23329,3940.09,216.15
9840,14,5,15088,2994.53,
9841,238,1,16136,2606.07,
9842,126,5,2863,9108.38,488.37
9843,101,12,23614,9775.07,319.0
9844,109,4,6849,5149.99,
9845,224,8,11642,9915.17,412.2
9846,150,15,11300,2751.2,
9847,203,4,12168,6258.75,
9848,159,3,4508,4415.33,843.33
9849,145,14,9782,133.4,221.68
9850,130,8,11889,2016.29,
9851,300,4,3472,5460.61,704.33
9852,349,9,13605,2703.13,
9853,198,2,23699,2604.38,155.79
9854,326,3,7681,2919.58,384.53
9855,273,9,19091,2443.8,
9856,86,14,1366,7832.49,
9857,140,15,10693,763.92,
9858,237,10,16561,1217.76,
9859,117,10,24681,9704.11,882.55
9860,101,4,11232,6442.23,
9861,135,5,25925,6775.31,492.07
9862,206,3,27591,1948.4,571.49
9863,246,13,22841,9477.34,
9864,319,14,37,438.62,
9865,171,8,739,2930.6,
9866,255,13,28062,9621.42,733.16
9867,342,9,18932,1567.87,25.06
9868,12,13,29488,1299.61,623.94
9869,262,13,7742,1449.28,
9870,181,8,15156,7832.45,
9871,283,5,22180,8344.2,334.04
9872,97,10,8914,6776.48,810.37
9873,176,1,15767,7645.03,
9874,187,1,13402,6888.18,674.65
9875,158,1,5961,7714.39,708.42
9876,289,13,1765,6226.69,841.47
9877,181,11,21486,6976.91,
9878,18,13,28356,9936.34,365.12
9879,302,9,17653,7321.71,319.63
9880,104,11,4656,4404.3,
9881,51,15,19054,2947.1,568.55
9882,51,4,9545,3686.48,395.34
9883,96,3,25344,7503.23,
9884,126,8,5703,9930.39,758.67
9885,327,2,19126,2598.27,972.84
9886,294,1,18271,1256.75,479.61
9887,203,3,14963,5956.57,571.27
9888,225,15,29454,1568.28,
9889,352,1,3366,4236.4,
9890,178,15,26618,7598.0,829.25
9891,77,1,16959,4042.77,918.22
9892,354,5,2391,4788.85,
9893,338,2,20193,9254.14,
9894,61,10,9867,8755.12,598.58
9895,206,10,21886,7576.9,
9896,311,6,24808,2101.64,
9897,184,10,11670,2334.22,66.74
9898,204,3,25551,1545.05,
9899,208,6,13197,2305.5,984.26
9900,309,4,26738,8382.02,450.01
9901,160,5,17817,2109.09,
9902,272,3,18005,7316.08,370.66
9903,300,12,22788,516.37,10.09
9904,46,1,20679,4961.67,
9905,116,6,28152,6267.68,
9906,146,13,14620,9214.2,87.28
9907,76,6,17515,2551.96,336.86
9908,68,9,7340,4429.59,
9909,3,9,8330,3083.43,329.8
9910,15,5,19753,9880.36,610.49
9911,363,6,5995,1483.99,
9912,150,11,913,1431.68,982.42
9913,212,2,11064,6329.35,
9914,118,5,19167,5759.5,305.25
9915,23,15,6764,7580.23,759.99
9916,198,6,5479,3871.07,126.56
9917,116,9,20933,7695.05,840.73
9918,239,8,24602,5693.25,68.79
9919,218,15,27819,392.81,
9920,91,7,4115,4564.15,
9921,41,4,4273,2944.3,
9922,230,6,26498,4830.23,
9923,92,5,6715,6092.87,
9924,97,12,23092,9619.38,
9925,190,10,11618,8091.0,254.61
9926,132,8,25432,2560.91,650.7
9927,21,13,27111,7567.23,
9928,222,3,17443,4968.16,885.77
9929,198,10,8297,4865.64,
9930,111,1,17107,5511.35,
9931,235,1,6523,9236.78,
9932,64,12,16515,6970.5,
9933,199,5,29506,2872.68,
9934,334,9,14671,9831.97,
9935,176,12,257,7530.99,296.82
9936,7,14,4334,7713.09,590.7
9937,279,6,22895,194.16,418.09
9938,342,8,27579,4206.64,438.8
9939,41,5,24266,7603.42,
9940,184,2,2700,4772.68,
9941,168,7,10531,2450.6,
9942,280,3,1638,6816.33,844.37
9943,243,2,20691,5081.55,
9944,69,11,15478,9139.93,
9945,286,6,27872,8579.69,360.45
9946,234,3,7141,1733.23,385.91
9947,99,3,4955,9239.18,846.54
9948,213,11,13601,4160.86,
9949,261,3,9134,5822.65,27.01
9950,151,2,399,1687.49,444.85
9951,268,15,14791,6312.82,930.12
9952,263,10,16834,8826.11,254.01
9953,148,13,10722,3110.17,
9954,40,13,9157,6209.55,
9955,348,12,20420,9474.76,771.23
9956,221,15,20012,6630.98,313.13
9957,215,15,18053,3103.37,844.71
9958,81,12,27359,6872.12,
9959,140,1,13491,6349.89,532.5
9960,341,8,19365,9780.66,
9961,79,8,21984,6229.75,757.01
9962,128,2,7068,4330.57,244.62
9963,353,12,20728,2823.81,644.9
9964,16,15,10450,2730.49,
9965,316,12,6276,3257.66,894.31
9966,212,12,3572,8985.55,
9967,202,6,11653,2185.15,
9968,360,14,10861,5315.2,
9969,159,14,15895,5073.09,162.98
9970,252,4,20797,1740.07,
9971,273,15,17817,7792.84,
9972,354,13,268,7734.57,463.33
9973,179,14,18410,3324.79,528.56
9974,236,15,14402,5217.3,
9975,140,4,5805,5619.28,
9976,171,11,12727,8480.75,934.2
9977,27,6,14377,7801.49,977.83
9978,182,9,1568,9876.79,
9979,223,10,6539,2867.37,497.66
9980,350,15,18132,5529.74,294.25
9981,72,5,8367,9813.89,
9982,106,8,16243,546.18,
9983,306,2,24513,9272.71,
9984,1,1,27905,5631.46,
9985,303,5,13605,1966.73,
9986,56,13,19387,2027.32,617.11
9987,363,6,24139,5749.21,
9988,225,12,24259,6856.68,336.49
9989,189,1,24700,6896.68,241.98
9990,254,6,8431,3545.07,
9991,279,9,4367,3654.13,
9992,329,11,2946,5762.12,374.76
9993,115,1,10387,2943.61,156.31
9994,312,13,3708,2480.19,
9995,114,8,20043,1120.9,
9996,30,2,7366,6916.72,
9997,356,12,959,8295.82,
9998,58,9,8808,8450.21,
9999,364,13,21383,7505.63,
10000,168,5,18779,7394.74,
10001,82,13,18269,4107.55,83.02
10002,81,8,15668,8198.24,
10003,97,10,25731,4843.55,29.48
10004,165,12,16227,3162.44,
10005,273,11,16338,4838.47,
10006,225,9,2215,2211.56,
10007,53,12,19472,6307.77,91.93
10008,13,8,18048,3585.3,
10009,242,8,29766,3755.82,457.04
10010,252,10,2228,6404.98,623.37
10011,318,6,11185,8684.41,
10012,302,6,29152,6921.47,941.68
10013,330,6,28883,8370.14,401.73
10014,129,12,13200,3007.87,206.23
10015,91,11,9296,4376.83,879.68
10016,250,13,28079,3385.91,700.98
10017,80,2,4649,9924.25,
10018,331,7,4695,1968.9,200.15
10019,229,5,26159,395.59,871.82
10020,165,5,11908,9306.08,943.37
10021,220,14,26012,2700.91,
10022,68,11,24004,2905.33,11.98
10023,274,3,9483,2667.02,129.09
10024,336,5,9674,4262.82,354.73
10025,236,6,2909,1300.33,896.94
10026,310,12,18583,276.17,259.22
10027,121,9,25192,910.99,
10028,254,11,27961,2042.06,
10029,325,5,6597,7275.34,
10030,264,6,2732,4792.44,778.56
10031,324,13,5965,1488.96,694.84
10032,100,11,16348,6920.19,150.09
10033,220,9,24388,8738.11,
10034,55,12,5693,1826.13,192.66
10035,58,15,27719,575.52,
10036,106,10,10367,5746.67,927.76
10037,241,4,28009,5594.98,855.21
10038,88,12,13515,3583.02,
10039,14,11,6437,4609.02,
10040,172,5,3397,2507.03,436.74
10041,128,10,22692,2397.99,
10042,217,5,18527,7385.01,981.72
10043,344,2,758,1168.98,84.04
10044,126,1,6261,9009.36,695.97
10045,97,1,4890,1065.83,
10046,175,15,9236,5186.67,
10047,324,4,20563,8619.49,
10048,163,4,20693,8699.5,264.86
10049,56,14,16414,4455.7,174.68
10050,187,6,12775,2026.97,252.13
10051,84,15,17981,9838.83,12.04
10052,126,3,26894,4145.98,884.62
10053,171,6,7567,2703.54,223.99
10054,174,12,22108,5466.41,
10055,174,8,19891,3368.57,
10056,223,1,2861,5853.22,573.38
10057,12,9,18011,2242.01,
10058,29,1,19808,1420.34,210.81
10059,332,9,10097,1801.3,
10060,186,4,16943,3530.05,
10061,133,12,25712,6179.77,
10062,55,8,10413,5547.85,690.86
10063,206,7,3015,8193.89,12.55
10064,129,14,3102,1594.36,802.28
10065,108,10,12699,6513.29,195.83
10066,93,6,13326,2625.82,
10067,276,5,23734,5420.41,157.38
10068,244,8,6093,831.27,657.85
10069,80,10,10561,8147.52,355.16
10070,187,10,4977,6632.9,
10071,70,3,8815,8745.09,168.54
10072,140,9,15922,378.76,251.58
10073,173,5,8047,6947.89,860.31
10074,72,3,9278,2694.54,924.41
10075,74,10,7811,463.65,24.67
10076,158,1,5177,4677.96,600.86
10077,236,6,9047,4423.81,
10078,339,15,8314,9074.95,
10079,194,14,27939,7167.96,692.46
10080,357,13,6939,9271.12,
10081,99,8,15736,9360.64,169.72
10082,100,5,28349,8060.53,737.96
10083,196,2,18627,1985.21,596.11
10084,335,3,5378,6131.04,
10085,92,6,26071,4737.64,720.1
10086,298,13,980,3356.46,658.22
10087,179,10,18484,8892.73,
10088,43,10,22599,8016.05,
10089,243,7,24008,5432.6,280.13
10090,84,7,10562,8836.64,
10091,279,15,2333,1729.94,136.81
10092,159,11,9348,6403.2,155.45
10093,347,14,1853,4995.77,
10094,216,8,25553,5990.05,
10095,10,1,12337,8452.47,207.65
10096,305,12,7245,7761.39,949.25
10097,115,1,24638,7044.8,137.12
10098,77,8,23204,3810.36,413.46
10099,296,3,6749,9184.11,57.73
10100,326,8,15626,5847.17,995.9
10101,327,14,19642,3889.86,864.27
10102,73,13,7169,1841.17,149.13
10103,344,6,864,5896.96,362.36
10104,284,2,15709,5558.89,
10105,326,13,27338,5379.73,382.83
10106,349,9,17168,5522.98,
10107,190,7,18702,9685.49,484.65
10108,333,5,12529,6599.5,452.06
10109,297,8,11147,2334.59,956.26
10110,287,10,17727,6648.03,694.43
10111,34,6,12527,8421.11,179.08
10112,97,11,12352,7272.04,602.29
10113,291,14,15944,5268.78,382.27
10114,357,11,24320,2676.9,
10115,266,11,11885,6443.54,620.88
10116,365,12,6988,6655.16,
10117,119,7,7794,8158.22,433.36
10118,252,8,13438,3945.44,
10119,323,8,25736,2067.51,52.6
10120,146,9,12815,2188.1,446.55
10121,108,1,21538,5135.89,985.53
10122,245,9,8045,6831.81,483.31
10123,132,2,18721,1158.29,506.37
10124,345,12,13708,248.61,443.18
10125,45,15,16577,6090.66,
10126,27,11,3678,6420.83,980.33
10127,143,8,14434,7955.28,134.47
10128,70,9,22844,3026.11,
10129,48,8,5044,6487.73,
10130,98,7,3973,8106.29,301.32
10131,161,12,2610,1795.85,426.44
10132,245,4,26508,6258.19,244.15
10133,320,12,24311,7246.44,
10134,136,15,21151,7341.15,654.52
10135,240,5,20893,6182.99,49.06
10136,315,10,22709,2708.48,
10137,199,1,1531,2974.25,92.16
10138,157,9,2074,9615.07,657.73
10139,147,11,1427,2438.75,883.47
10140,201,1,24408,2214.8,
10141,109,5,15412,1161.6,
10142,291,5,20515,4227.42,
10143,83,10,11074,6591.64,
10144,90,10,26876,4508.44,
10145,164,6,18044,6503.03,
10146,15,11,7469,5304.37,206.07
10147,190,8,2115,8479.98,
10148,47,14,29212,7663.94,
10149,312,5,2450,9356.33,627.81
10150,276,7,24565,5752.66,128.79
10151,297,11,17141,1033.91,
10152,295,7,21458,6257.48,277.05
10153,66,14,765,2629.86,
10154,64,3,10545,4339.6,
10155,1,10,3958,3663.79,84.83
10156,136,15,26196,5763.85,860.6
10157,22,3,25898,7832.22,471.8
10158,222,12,4244,9813.08,
10159,162,3,8981,3739.76,988.97
10160,77,9,12077,837.57,
10161,279,14,8452,8121.58,
10162,209,7,5424,2111.19,
10163,160,4,25629,2025.63,904.28
10164,320,6,21393,3244.49,
10165,82,9,3637,9490.47,868.04
10166,316,7,29920,2270.94,498.16
10167,49,2,29306,9292.54,
10168,12,8,23992,595.08,
10169,162,9,3875,9136.26,802.64
10170,255,15,23646,356.11,997.63
10171,54,5,7990,6582.87,
10172,192,3,9876,191.13,
10173,293,9,830,6184.38,
10174,193,6,22865,4463.67,
10175,185,7,28338,6765.37,886.17
10176,304,10,10821,3527.22,634.68
10177,358,11,13518,931.39,
10178,69,14,22027,4806.93,316.64
10179,106,3,7791,2544.15,
10180,320,7,19749,1652.96,
10181,271,12,2434,6859.4,477.26
10182,139,10,10738,3617.56,699.51
10183,133,2,6903,9336.98,42.83
10184,23,4,25549,9791.83,
10185,280,14,7659,1922.04,
10186,61,5,734,1289.68,795.59
10187,281,13,20458,3072.99,847.05
10188,336,11,16956,6453.52,
10189,246,9,3865,4901.74,
10190,95,7,4210,4177.22,720.04
10191,327,15,3304,7201.75,
10192,237,4,29470,7304.69,363.06
10193,49,14,25131,929.11,
10194,203,15,19048,2877.62,
10195,4,7,17082,2496.74,
10196,352,3,24332,7697.37,451.35
10197,292,13,8042,9788.16,
10198,301,9,15028,490.36,523.59
10199,348,6,28270,9273.12,267.53
10200,235,6,19787,3273.18,615.16
10201,330,1,3352,1389.84,
10202,296,15,12490,6292.83,
10203,122,4,22310,7683.28,
10204,259,3,16021,6879.0,
10205,228,3,10140,9815.99,738.81
10206,12,7,15911,9769.08,222.34
10207,134,9,25787,2503.1,155.23
10208,332,4,22581,110.9,
10209,232,11,21376,664.38,
10210,167,7,23390,5332.21,
10211,61,3,8077,6151.89,628.88
10212,169,11,19368,2885.64,
10213,37,3,14451,3497.33,
10214,39,3,25079,3775.14,
10215,316,9,16892,6152.42,562.92
10216,111,11,6436,7826.56,
10217,223,1,10601,692.9,
10218,183,11,1790,868.42,254.87
10219,37,14,6215,5822.85,644.8
10220,96,15,24293,1547.98,
10221,260,5,6364,3668.09,382.49
10222,86,11,29299,8842.26,
10223,249,9,6149,9573.42,
10224,310,2,15468,6928.26,652.82
10225,159,8,22905,8217.66,923.26
10226,54,8,13128,5296.18,682.21
10227,198,12,4370,2651.58,
10228,85,12,18631,6572.74,
10229,274,4,28859,7680.44,396.61
10230,195,6,15039,7321.64,964.29
10231,204,6,19549,1078.87,
10232,80,7,3736,2795.01,
10233,297,2,22295,5877.16,
10234,19,7,17178,5462.12,511.89
10235,330,8,26818,2974.95,258.07
10236,175,14,28873,1279.76,
10237,39,13,17179,839.25,
10238,295,11,13588,6788.69,231.1
10239,126,4,9271,436.13,
10240,230,7,4780,3327.29,197.74
10241,193,14,15457,4216.7,
10242,158,12,10606,5895.93,632.73
10243,146,6,7405,5630.51,
10244,244,10,2021,316.5,483.94
10245,220,5,19738,9422.02,612.87
10246,65,13,9953,7355.05,830.02
10247,145,11,16052,1340.01,856.09
10248,166,3,1844,9896.74,55.2
10249,205,9,17965,4148.29,951.29
10250,124,3,25564,5045.45,
10251,58,9,7536,4343.14,714.14
10252,213,6,20276,5786.01,912.73
10253,303,14,16212,7784.34,
10254,159,8,20196,5997.5,
10255,193,5,6974,2790.38,
10256,235,7,14052,6831.57,
10257,133,3,4533,4667.93,
10258,315,7,12717,8460.85,150.34
10259,17,9,28806,7065.74,376.56
10260,91,13,4802,9121.41,184.87
10261,362,15,18466,4622.26,
10262,303,8,19167,9933.93,
10263,49,12,15890,4618.51,232.52
10264,218,3,7676,5057.43,
10265,149,5,772,9073.01,805.35
10266,242,14,27911,842.35,27.24
10267,256,7,13682,3323.37,921.07
10268,53,2,26415,5102.3,589.52
10269,335,5,26137,2024.4,763.87
10270,344,14,251,7638.42,
10271,84,13,6994,2789.4,
10272,333,1,24690,3647.38,
10273,190,7,11396,8716.1,221.35
10274,179,7,23572,7516.48,41.99
10275,163,1,12018,6947.41,
10276,226,1,14940,192.99,
10277,324,14,6113,4857.58,
10278,139,3,2649,6642.4,891.82
10279,94,4,16840,4799.55,875.24
10280,102,1,16321,854.0,284.96
10281,330,15,10355,5865.68,
10282,63,1,9416,2678.25,413.11
10283,285,8,19264,5244.0,213.62
10284,226,13,22060,3085.88,
10285,124,2,1798,723.25,729.95
10286,145,15,17312,6933.01,
10287,111,11,26032,9188.8,
10288,38,5,13713,8301.94,403.99
10289,203,7,20780,2419.68,
10290,360,13,15152,2946.13,277.45
10291,65,9,28578,7173.62,
10292,205,7,14660,4539.4,804.05
10293,220,8,14517,4296.46,822.1
10294,272,12,16980,8890.19,849.99
10295,49,15,14721,129.17,
10296,12,1,3041,6710.81,444.73
10297,204,15,9452,8560.15,823.75
10298,276,5,5505,5806.37,
10299,259,5,24855,1934.31,
10300,319,5,6230,2558.62,
10301,231,13,6476,502.51,886.84
10302,245,13,4813,8556.63,495.66
10303,213,6,21699,5453.93,319.83
10304,24,14,20307,4343.85,
10305,204,10,5335,9905.66,383.3
10306,198,3,12037,4872.65,985.3
10307,280,9,5122,8065.3,584.31
10308,197,12,1548,5181.0,
10309,355,1,1004,4308.3,566.07
10310,167,7,24035,8013.31,47.29
10311,23,9,26036,3586.31,
10312,26,11,5203,476.93,
10313,184,6,14247,299.62,210.58
10314,205,13,15383,7801.37,700.56
10315,180,8,29964,1142.95,502.53
10316,190,10,16849,5339.41,563.58
10317,76,11,12223,3402.45,
10318,15,6,13244,6503.09,
10319,15,3,7635,5086.5,241.47
10320,89,12,19428,2282.24,419.04
10321,175,11,12046,3410.52,
10322,158,1,27438,327.13,702.03
10323,289,7,11849,9482.19,921.11
10324,156,5,21894,7226.6,
10325,75,10,11691,9556.26,31.83
10326,47,7,28443,8444.39,
10327,333,5,7857,8516.3,
10328,303,12,6157,108.52,448.5
10329,265,10,25149,6419.13,
10330,191,12,3394,7544.2,995.4
10331,104,5,7613,7120.12,251.1
10332,356,7,10708,4583.4,222.15
10333,79,15,18678,5085.92,585.3
10334,226,1,22594,9702.42,
10335,142,5,24287,4786.73,
10336,287,6,6607,3252.47,
10337,250,11,19207,9490.35,
10338,250,11,4028,5940.45,
10339,361,11,2894,2466.45,
10340,8,11,16059,8633.54,475.2
10341,146,4,20011,3699.61,
10342,314,9,4041,8326.3,
10343,17,10,6241,9741.77,886.86
10344,112,13,11088,1032.52,
10345,180,13,23360,709.51,506.03
10346,3,7,13718,5059.25,950.58
10347,229,14,8268,8719.65,553.88
10348,340,6,17497,7965.89,933.85
10349,19,3,8626,4836.27,
10350,28,8,27126,4951.05,
10351,211,3,11499,2986.69,869.2
10352,198,10,2346,9594.02,717.78
10353,142,3,3020,3877.08,
10354,88,1,14439,4061.64,316.48
10355,109,12,4878,7727.54,632.45
10356,262,2,3039,3098.58,332.35
10357,363,4,8217,3580.97,
10358,44,4,3530,2418.45,
10359,119,9,9976,6549.35,
10360,153,10,143,7048.18,522.59
10361,186,10,1622,4589.15,494.86
10362,295,6,21818,3531.1,
10363,241,4,8639,7943.79,
10364,246,4,3415,9768.2,651.87
10365,268,7,24069,8499.57,
10366,25,6,25436,2683.33,
10367,64,11,17966,1640.62,
10368,36,12,9151,5136.9,406.9
10369,262,14,28339,7723.01,785.02
10370,151,5,6827,2153.45,919.42
10371,258,2,22546,8884.77,
10372,130,6,12608,2827.6,
10373,208,12,23592,5421.84,427.43
10374,238,5,3524,4231.29,707.42
10375,340,1,13914,5844.98,
10376,175,12,1434,3000.99,
10377,196,9,16172,2593.97,
10378,75,9,19411,8716.86,522.1
10379,203,12,5224,5328.69,
10380,184,7,4337,1484.36,
10381,208,3,1277,1733.59,294.78
10382,154,10,28125,8942.79,
10383,152,11,5062,7068.8,271.86
10384,209,8,26224,7865.36,881.8
10385,36,2,26419,408.87,818.84
10386,145,1,27523,4507.51,
10387,118,1,7738,9351.11,57.42
10388,12,2,13036,795.88,891.9
10389,215,9,641,9637.01,515.35
10390,76,13,2772,6326.49,
10391,308,7,21794,5757.63,221.58
10392,194,15,9566,1076.44,838.64
10393,76,2,20061,2093.49,
10394,297,8,22585,3409.46,301.45
10395,64,1,4490,3690.72,
10396,209,11,13491,4047.42,851.85
10397,351,12,11390,6915.58,
10398,34,8,8684,1721.89,137.43
10399,353,9,21263,7526.89,
10400,235,6,10236,7717.01,911.52
10401,279,14,7168,5994.16,453.29
10402,167,10,14096,4241.67,
10403,258,10,3385,1948.54,
10404,292,12,10279,786.74,700.14
10405,204,14,13224,6411.38,
10406,146,11,1044,5183.89,485.29
10407,350,6,10678,8995.45,614.26
10408,209,3,2530,4890.18,
10409,320,10,27569,339.75,131.98
10410,142,4,29744,8456.68,
10411,84,14,3150,6047.41,
10412,319,3,2005,2776.88,
10413,230,3,10706,4846.12,
10414,201,5,1313,6884.17,467.45
10415,289,8,5399,3130.08,620.23
10416,204,7,1857,1635.27,976.71
10417,117,13,10416,8790.17,
10418,42,9,6976,4755.03,613.18
10419,87,9,16363,6173.95,765.8
10420,116,13,2589,7744.03,
10421,238,9,18461,8490.91,
10422,95,6,23374,9777.55,851.6
10423,187,13,5304,9002.73,163.63
10424,262,14,15352,4074.35,83.75
10425,160,13,15592,5544.37,62.82
10426,216,15,16118,6197.01,578.46
10427,337,1,17211,2734.54,597.35
10428,330,15,5005,6459.66,961.43
10429,189,15,12214,4782.88,717.77
10430,145,13,29311,2585.41,791.99
10431,136,6,20034,9210.71,461.95
10432,318,13,12068,1346.84,
10433,339,9,3621,5426.4,152.87
10434,286,2,6579,4781.05,209.36
10435,341,14,3292,9311.07,478.92
10436,137,11,20655,5629.66,950.1
10437,349,1,19997,8499.22,621.38
10438,57,12,22185,3531.19,
10439,137,3,25603,3257.34,139.36
10440,137,8,825,2642.22,637.95
10441,25,6,774,966.18,546.69
10442,249,12,11540,7665.76,173.28
10443,154,11,7680,2618.9,
10444,168,8,19834,4760.56,312.43
10445,313,8,943,3646.9,
10446,330,10,11516,8791.38,
10447,258,1,24327,4152.24,845.48
10448,161,8,18261,4632.46,118.16
10449,249,12,27802,808.54,213.19
10450,228,3,2181,4744.47,
10451,172,11,21198,3520.98,
10452,46,11,2074,7647.7,
10453,241,8,11775,1608.27,389.54
10454,58,6,3486,9212.0,
10455,341,15,10889,9789.13,148.81
10456,253,7,28105,1122.67,616.37
10457,183,1,4814,4171.35,
10458,300,14,2658,933.4,534.77
10459,73,4,3022,2345.06,
10460,247,10,26809,6664.89,648.76
10461,343,15,26727,2577.75,669.77
10462,154,2,11983,8528.37,958.34
10463,124,4,10300,3153.2,989.57
10464,349,12,28282,9022.72,
10465,257,9,10459,5990.78,373.45
10466,181,10,12005,9431.27,239.0
10467,182,4,27295,2809.27,536.19
10468,239,15,14302,4209.93,147.19
10469,197,1,14474,1721.08,958.66
10470,142,6,17096,2711.81,
10471,108,9,14078,1369.14,126.26
10472,118,15,12253,8766.23,
10473,354,5,169,3341.33,54.46
10474,239,14,1690,2268.83,707.23
10475,92,2,20578,3368.97,
10476,364,15,23598,458.44,
10477,158,14,11860,2746.65,276.03
10478,91,13,9050,5246.59,331.56
10479,167,4,29806,8919.13,364.16
10480,122,11,6112,3086.39,
10481,220,2,15014,3725.56,
10482,258,10,25265,9306.05,765.11
10483,252,9,25605,2577.03,
10484,224,3,16762,1062.94,155.14
10485,90,2,483,7301.0,
10486,360,3,21356,3846.31,71.05
10487,331,4,29399,504.7,
10488,5,9,3746,7299.34,130.26
10489,252,2,11636,7756.81,799.65
10490,223,2,5859,7986.13,883.32
10491,233,9,23151,2666.13,921.9
10492,247,11,21548,3009.97,96.24
