balance_id,date_id,account_id,opening_balance,closing_balance,average_balance
8642,332,28390,2117.18,3189.45,2653.31
8643,18,12196,766.84,263.96,515.4
8644,264,15096,841.31,3075.02,1958.16
8645,107,26371,4221.6,94.83,2158.22
8646,122,21221,1651.43,2664.11,2157.77
8647,183,27174,1301.12,3734.17,2517.64
8648,351,3660,1722.75,3677.32,2700.03
8649,132,4070,2634.05,22.92,1328.49
8650,86,23740,9.21,2224.23,1116.72
8651,307,12825,114.14,3844.61,1979.38
8652,197,10457,762.68,1532.08,1147.38
8653,74,5901,1601.27,487.62,1044.44
8654,365,9782,912.6,2953.95,1933.27
8655,77,8555,2570.64,2137.74,2354.19
8656,41,23174,686.55,1160.23,923.39
8657,83,22166,684.75,2250.24,1467.49
8658,206,23967,3174.07,2393.98,2784.03
8659,54,26093,2896.48,5580.45,4238.47
8660,248,23198,1387.85,3622.21,2505.03
8661,150,18946,1767.33,6166.01,3966.67
8662,292,26581,4138.49,859.65,2499.07
8663,156,6615,1645.79,787.16,1216.47
8664,187,8630,2915.19,2830.88,2873.03
8665,47,13936,1535.18,1847.68,1691.43
8666,124,16334,3481.88,4455.63,3968.76
8667,178,12712,2434.78,5711.4,4073.09
8668,222,25730,1714.7,1624.41,1669.56
8669,170,26004,184.66,4139.52,2162.09
8670,24,925,1486.2,1345.51,1415.86
8671,242,21757,930.33,330.21,630.27
8672,34,26106,4259.98,1487.91,2873.94
8673,219,12203,117.78,63.98,90.88
8674,81,7775,602.31,2778.05,1690.18
8675,71,14893,1593.88,4192.42,2893.15
8676,165,27911,2523.22,3917.36,3220.29
8677,7,10006,1233.78,3533.2,2383.49
8678,209,28918,1328.69,3022.69,2175.69
8679,25,26414,836.88,3706.77,2271.82
8680,148,6421,3931.91,1432.68,2682.3
8681,231,22893,1800.45,679.0,1239.72
8682,255,18476,153.8,1417.27,785.53
8683,97,6648,2065.22,4183.77,3124.49
8684,30,25541,1736.59,1289.99,1513.29
8685,53,117,3797.91,3080.57,3439.24
8686,334,1714,3349.07,3198.4,3273.74
8687,106,9190,1660.23,2235.83,1948.03
8688,229,9954,3595.21,4015.79,3805.5
8689,363,962,1196.48,1200.76,1198.62
8690,35,19756,374.11,159.74,266.93
8691,296,14902,1199.35,1449.03,1324.19
8692,17,14856,239.09,2408.07,1323.58
8693,6,2541,2785.24,4511.41,3648.32
8694,272,24633,4026.16,515.79,2270.97
8695,173,3910,2637.55,2664.89,2651.22
8696,310,16800,2474.97,2149.61,2312.29
8697,355,26050,4103.33,1726.88,2915.11
8698,8,14608,1752.23,3426.93,2589.58
8699,211,25854,4317.47,4465.48,4391.48
8700,348,27013,2337.79,2654.08,2495.93
8701,273,12402,509.87,3370.26,1940.07
8702,202,20936,2477.55,1794.9,2136.23
8703,55,24912,1440.51,2974.86,2207.68
8704,166,482,698.36,2119.52,1408.94
8705,157,26708,3551.86,2368.3,2960.08
8706,2,22445,1061.48,727.67,894.58
8707,357,24488,3937.86,343.66,2140.76
8708,258,7848,2315.93,2539.5,2427.72
8709,253,13713,1328.65,3125.83,2227.24
8710,227,2227,2530.56,3716.37,3123.47
8711,259,8018,1675.23,634.18,1154.7
8712,250,9962,278.22,1953.78,1116.0
8713,183,3230,2242.24,3283.54,2762.89
8714,234,20317,216.55,5073.74,2645.14
8715,23,9523,1687.02,1983.56,1835.29
8716,305,23490,4136.32,1206.47,2671.39
8717,201,6613,1503.3,504.82,1004.06
8718,188,9808,1927.19,2348.84,2138.02
8719,146,16908,3516.24,2769.6,3142.92
8720,264,13055,2626.94,1054.54,1840.74
8721,354,25946,2085.14,416.39,1250.76
8722,361,8102,3583.05,1319.0,2451.03
8723,282,26097,1406.92,1267.19,1337.06
8724,338,5601,1310.3,361.39,835.85
8725,340,29868,4047.54,2541.16,3294.35
8726,330,25052,1839.17,2072.77,1955.97
8727,221,11004,1606.89,140.26,873.58
8728,348,14969,714.89,3262.17,1988.53
8729,333,2573,1288.3,2402.58,1845.44
8730,53,821,1922.62,2023.27,1972.94
8731,193,19257,7.89,957.92,482.9
8732,253,21519,1217.3,1567.01,1392.15
8733,88,12852,1888.63,1284.38,1586.51
8734,143,13435,2735.64,2736.14,2735.89
8735,189,19049,2957.06,2833.42,2895.24
8736,349,21576,647.6,1646.36,1146.98
8737,214,3690,2371.79,645.54,1508.66
8738,216,2207,2799.71,2156.16,2477.93
8739,7,21244,761.39,3793.93,2277.66
8740,347,22141,3403.17,3413.93,3408.55
8741,13,21184,3041.63,4132.63,3587.13
8742,73,6021,3764.72,1022.57,2393.64
8743,103,5743,2894.91,1847.49,2371.2
8744,273,18884,2890.79,2793.91,2842.35
8745,17,2262,1677.11,998.99,1338.05
8746,299,16248,5281.77,1014.02,3147.9
8747,286,6356,1737.15,5.34,871.25
8748,28,20993,654.42,2643.17,1648.8
8749,76,3856,73.22,710.28,391.75
8750,75,29000,1369.12,743.47,1056.3
8751,351,16340,4305.82,1486.2,2896.01
8752,2,16116,2137.78,2125.28,2131.53
8753,353,10660,3589.15,3167.68,3378.41
8754,324,9671,1220.82,840.02,1030.42
8755,179,5997,4049.86,1351.97,2700.91
8756,60,11768,2717.69,1892.0,2304.85
8757,163,29831,1537.03,1132.55,1334.79
8758,244,29827,1615.12,503.44,1059.28
8759,105,3412,3239.77,2066.13,2652.95
8760,14,2573,2446.49,514.7,1480.59
8761,4,8024,575.93,4237.97,2406.95
8762,261,27110,641.19,3523.98,2082.59
8763,217,14142,1874.41,1948.27,1911.34
8764,140,28314,4687.78,3334.08,4010.93
8765,59,21943,2881.83,1999.8,2440.82
8766,144,21438,2321.38,1605.19,1963.29
8767,54,18358,51.56,2812.62,1432.09
8768,343,4084,629.36,1427.9,1028.63
8769,58,28108,34.65,5250.59,2642.62
8770,12,28465,2154.74,2269.22,2211.98
8771,340,24566,1284.74,2814.41,2049.57
8772,151,15899,2338.11,2780.14,2559.12
8773,90,1232,277.77,609.44,443.61
8774,129,25308,706.22,1835.57,1270.89
8775,29,6828,3839.01,5336.69,4587.85
8776,304,27986,2923.89,1434.62,2179.26
8777,327,21643,2027.54,2563.05,2295.3
8778,218,8455,1202.9,1671.14,1437.02
8779,104,10035,4824.77,2678.0,3751.39
8780,11,15074,1357.99,1621.38,1489.68
8781,283,7697,2854.24,2279.34,2566.79
8782,196,24130,2088.58,1544.89,1816.74
8783,334,24546,2210.33,4627.1,3418.72
8784,59,27017,2166.63,2648.16,2407.39
8785,258,7618,1002.96,1619.04,1311.0
8786,71,26513,622.31,4004.79,2313.55
8787,97,1909,630.42,1500.69,1065.56
8788,162,26540,1511.88,1165.04,1338.46
8789,130,16877,1587.53,1154.12,1370.82
8790,278,21221,4245.32,281.14,2263.23
8791,186,6054,1922.51,2967.96,2445.24
8792,258,10280,3058.02,3872.81,3465.41
8793,1,15972,3818.12,1483.36,2650.74
8794,162,24812,2706.01,1044.74,1875.38
8795,244,18300,1782.96,3508.8,2645.88
8796,113,21152,3366.13,999.75,2182.94
8797,330,25350,1463.75,2142.04,1802.89
8798,289,7981,3207.07,5016.24,4111.65
8799,17,11090,3439.18,2258.79,2848.98
8800,115,13115,1755.68,4795.83,3275.76
8801,28,2974,3435.1,2806.88,3120.99
8802,68,7154,2990.55,2164.57,2577.56
8803,180,18005,2535.89,2567.99,2551.94
8804,237,29474,3571.6,2988.01,3279.81
8805,328,14918,695.74,1469.2,1082.47
8806,323,29008,1879.69,1183.95,1531.82
8807,85,20664,445.98,195.06,320.52
8808,122,27307,4913.1,627.02,2770.06
8809,224,21300,708.7,2526.46,1617.58
8810,279,916,284.64,1684.62,984.63
8811,308,9891,1817.45,2564.73,2191.09
8812,90,1332,419.92,492.52,456.22
8813,331,4900,1456.64,3578.51,2517.58
8814,294,1446,1367.54,2332.24,1849.89
8815,35,5614,858.8,2441.51,1650.16
8816,282,13069,1673.9,1088.98,1381.44
8817,19,5563,2.57,247.96,125.27
8818,308,15888,1320.6,2309.96,1815.28
8819,157,19483,4645.86,277.49,2461.67
8820,135,4562,918.41,1202.82,1060.62
8821,215,14708,630.8,2801.94,1716.37
8822,229,3875,1317.69,1436.18,1376.93
8823,15,24903,2163.29,1831.02,1997.15
8824,334,8008,2654.86,202.46,1428.66
8825,254,13606,1600.21,754.77,1177.49
8826,184,414,417.19,3106.68,1761.93
8827,212,22927,1440.09,2003.76,1721.92
8828,14,20916,0.47,2561.34,1280.9
8829,128,9461,69.52,4437.35,2253.44
8830,306,14322,1228.87,2592.87,1910.87
8831,128,15327,56.76,1571.3,814.03
8832,184,8536,783.09,2608.46,1695.78
8833,245,9961,117.86,3813.5,1965.68
8834,266,282,1597.03,1908.42,1752.72
8835,11,18571,1479.99,403.32,941.65
8836,73,15045,2842.67,929.04,1885.86
8837,44,22151,525.27,3029.93,1777.6
8838,241,15569,3015.84,3696.0,3355.92
8839,257,3065,923.1,987.69,955.39
8840,282,17932,1173.25,108.37,640.81
8841,317,28631,3285.78,1624.66,2455.22
8842,53,12474,2312.37,2746.83,2529.6
8843,230,10413,2743.94,1645.27,2194.61
8844,138,27840,1177.38,2232.72,1705.05
8845,22,4850,3727.95,1616.42,2672.18
8846,47,12628,3237.32,192.5,1714.91
8847,330,18908,556.73,2069.53,1313.13
8848,16,2960,1820.15,4398.8,3109.48
8849,170,22865,3296.72,2527.44,2912.08
8850,284,960,3505.19,1535.98,2520.59
8851,280,19141,2957.42,209.39,1583.4
8852,147,10698,4494.83,2641.62,3568.22
8853,361,27740,1113.75,4251.04,2682.39
8854,183,22726,545.09,525.34,535.22
8855,290,2695,877.78,2330.11,1603.95
8856,58,3325,3684.08,2174.37,2929.22
8857,88,4457,1111.9,856.54,984.22
8858,342,2917,3800.7,1410.41,2605.55
8859,42,10965,1681.79,4680.04,3180.91
8860,284,18785,4643.97,2698.77,3671.37
8861,103,8466,2598.2,1566.58,2082.39
8862,77,14807,2051.42,140.72,1096.07
8863,86,20140,3097.05,2359.66,2728.36
8864,197,4081,3041.0,2185.69,2613.35
8865,95,8688,109.93,2034.85,1072.39
8866,364,4761,2461.01,1077.98,1769.5
8867,189,6685,2319.03,2165.26,2242.15
8868,135,8899,176.48,506.74,341.61
8869,32,17587,1324.47,3162.51,2243.49
8870,135,27209,1207.8,997.11,1102.45
8871,48,11339,4047.82,2545.77,3296.8
8872,260,15917,1166.07,1112.72,1139.39
8873,222,11102,281.15,1885.18,1083.16
8874,150,24816,2753.36,2300.67,2527.02
8875,274,6325,652.1,892.83,772.47
8876,33,24368,2194.43,1437.2,1815.82
8877,154,3388,4023.97,1761.06,2892.51
8878,73,21498,4458.24,1494.58,2976.41
8879,350,10426,319.91,2021.16,1170.54
8880,208,27929,5697.13,1381.96,3539.55
8881,183,20963,4464.76,2980.66,3722.71
8882,276,20465,1155.33,4400.11,2777.72
8883,308,21273,1362.0,3692.78,2527.39
8884,36,19337,3816.25,907.51,2361.88
8885,154,10524,2351.15,2562.33,2456.74
8886,187,24596,309.44,4030.42,2169.93
8887,224,22774,2628.4,79.68,1354.04
8888,207,19472,228.86,1845.95,1037.4
8889,53,8702,419.47,3844.39,2131.93
8890,59,17008,3208.17,1037.28,2122.72
8891,46,10927,4309.98,565.73,2437.85
8892,119,5684,1600.7,55.28,827.99
8893,102,20301,3594.87,1311.62,2453.24
8894,354,6224,109.32,555.75,332.53
8895,279,17668,2319.72,5331.02,3825.37
8896,260,27929,2467.83,642.05,1554.94
8897,118,11396,543.38,4649.72,2596.55
8898,228,22229,1553.97,465.2,1009.59
8899,343,18664,881.14,3181.29,2031.21
8900,127,12175,430.62,4285.18,2357.9
8901,148,9304,3633.09,532.17,2082.63
8902,14,5860,3233.87,3916.33,3575.1
8903,255,4453,992.43,2088.71,1540.57
8904,29,11492,1870.95,2051.93,1961.44
8905,3,9692,813.4,1304.1,1058.75
8906,64,16909,1994.37,3273.65,2634.01
8907,270,14369,2988.25,575.44,1781.85
8908,144,20190,1783.59,2323.18,2053.38
8909,84,3526,415.24,2517.78,1466.51
8910,31,6865,2807.69,2784.62,2796.15
8911,72,2874,2277.85,3437.0,2857.43
8912,244,8916,2147.14,97.7,1122.42
8913,332,4576,1657.69,853.48,1255.59
8914,238,1710,709.61,1361.56,1035.59
8915,185,19121,857.84,794.27,826.06
8916,142,23197,2019.27,5027.4,3523.34
8917,131,13648,2372.27,1538.66,1955.47
8918,334,20313,3910.61,1105.71,2508.16
8919,271,14038,86.24,810.66,448.45
8920,165,29596,4074.28,3167.4,3620.84
8921,315,20379,3755.08,2588.72,3171.9
8922,192,25697,1110.95,289.96,700.46
8923,36,17250,3955.32,892.27,2423.8
8924,142,12226,34.47,2121.57,1078.02
8925,299,11450,2206.14,663.57,1434.86
8926,109,23080,1250.7,3523.97,2387.34
8927,232,11496,1751.21,2879.98,2315.6
8928,84,14326,824.02,3235.3,2029.66
8929,146,6457,1317.53,1047.68,1182.61
8930,221,9642,1320.14,3113.7,2216.92
8931,288,15294,3887.76,2780.7,3334.23
8932,69,905,4241.63,3776.9,4009.27
8933,273,23979,770.93,1925.72,1348.33
8934,89,8093,6.59,4201.75,2104.17
8935,288,29716,1766.54,1701.98,1734.26
8936,344,534,2696.02,3395.08,3045.55
8937,229,28084,2041.92,1654.12,1848.02
8938,293,3975,3156.85,3589.3,3373.07
8939,260,1865,1313.06,463.23,888.14
8940,343,23077,1778.65,1918.9,1848.78
8941,308,12371,997.04,751.6,874.32
8942,60,22783,2211.51,1353.8,1782.66
8943,4,14232,658.22,1623.32,1140.77
8944,21,3144,29.19,2558.02,1293.61
8945,1,9340,2049.08,2386.05,2217.57
8946,174,4804,893.33,1874.16,1383.75
8947,120,13689,415.23,292.42,353.83
8948,151,15177,3389.9,1644.16,2517.03
8949,317,8923,102.76,3217.26,1660.01
8950,87,16316,942.1,4514.49,2728.3
8951,52,6020,2159.34,1917.98,2038.66
8952,253,24512,2121.61,1670.12,1895.87
8953,353,3755,4061.3,2106.02,3083.66
8954,44,28833,3008.21,3426.61,3217.41
8955,62,17822,955.42,3650.6,2303.01
8956,10,14865,1280.97,226.49,753.73
8957,194,18330,3886.61,1950.98,2918.8
8958,203,26739,3442.14,3864.42,3653.28
8959,104,23147,160.74,1264.85,712.79
8960,109,13513,867.21,1620.32,1243.76
8961,239,15846,2812.51,2119.88,2466.2
8962,159,23070,1387.96,1601.63,1494.8
8963,364,26227,2833.79,2664.52,2749.15
8964,339,13718,1926.84,3804.35,2865.59
8965,112,29904,2546.26,3181.27,2863.77
8966,345,11970,1697.97,1284.73,1491.35
8967,304,8744,3566.68,3213.83,3390.26
8968,184,26522,2829.03,1231.19,2030.11
8969,269,14006,2368.62,3925.17,3146.89
8970,51,18773,2532.22,1413.06,1972.64
8971,8,23513,1089.99,1295.52,1192.76
8972,158,22153,555.96,1369.97,962.97
8973,212,1870,2453.65,68.05,1260.85
8974,239,6426,3873.18,2181.75,3027.47
8975,298,882,316.65,1833.53,1075.09
8976,324,4781,3184.45,729.75,1957.1
8977,41,2175,33.11,338.13,185.62
8978,52,27401,3030.25,1587.1,2308.68
8979,192,18020,439.58,2004.69,1222.13
8980,144,5663,2726.85,2604.59,2665.72
8981,361,22893,2447.66,3511.75,2979.7
8982,7,6110,4014.08,3464.33,3739.2
8983,299,18932,249.19,270.62,259.9
8984,240,786,1885.12,780.94,1333.03
8985,12,6425,4785.61,3246.76,4016.18
8986,163,27626,4166.4,4017.75,4092.07
8987,63,15029,2997.58,1962.64,2480.11
8988,310,20587,2251.05,3926.93,3088.99
8989,224,4593,1753.15,757.64,1255.39
8990,18,20614,2419.55,3354.21,2886.88
8991,172,1473,1873.07,2014.28,1943.67
8992,242,29020,2090.17,716.55,1403.36
8993,21,29298,4063.98,1822.12,2943.05
8994,319,29360,1703.99,1903.67,1803.83
8995,120,16501,369.67,1164.56,767.12
8996,307,17414,2436.84,2090.28,2263.56
8997,236,2094,774.46,823.83,799.14
8998,175,12139,3844.91,822.37,2333.64
8999,292,8329,2317.51,152.23,1234.87
9000,355,24258,599.84,23.36,311.6
9001,63,11586,2334.92,1759.38,2047.15
9002,220,13068,1208.93,5196.56,3202.75
9003,271,26504,3827.76,3250.19,3538.98
9004,259,14812,4143.59,242.6,2193.1
9005,305,17951,1423.03,4700.5,3061.76
9006,255,154,1611.25,124.28,867.76
9007,60,29365,4641.41,3617.48,4129.44
9008,30,14312,2113.56,2080.01,2096.78
9009,342,6395,3892.71,1813.8,2853.26
9010,264,29654,4502.02,1816.36,3159.19
9011,35,28744,4272.69,4068.41,4170.55
9012,340,16771,3996.57,3144.31,3570.44
9013,228,11687,1705.47,3929.31,2817.39
9014,357,25863,2425.62,2560.47,2493.05
9015,340,8040,4091.51,2154.72,3123.11
9016,146,5108,381.82,820.37,601.1
9017,138,24926,1309.78,1554.37,1432.07
9018,168,8363,1301.5,2795.96,2048.73
9019,4,4428,3407.29,1305.96,2356.62
9020,87,10900,3820.75,470.17,2145.46
9021,171,13208,1396.52,1371.19,1383.86
9022,300,482,3095.56,799.66,1947.61
9023,315,16702,2321.27,2033.14,2177.2
9024,117,21672,4752.1,2233.61,3492.86
9025,46,20820,3258.04,1816.91,2537.47
9026,353,233,1429.66,582.64,1006.15
9027,268,18347,1371.41,699.92,1035.66
9028,253,14269,2813.17,3139.56,2976.36
9029,292,582,3706.91,374.55,2040.73
9030,87,350,2060.72,111.44,1086.08
9031,8,2519,718.81,2700.97,1709.89
9032,181,20482,2733.77,3186.92,2960.35
9033,10,6944,3196.72,633.88,1915.3
9034,181,18861,3564.18,1689.72,2626.95
9035,116,16732,2013.91,3741.72,2877.82
9036,287,13200,147.05,474.21,310.63
9037,79,19044,3750.4,4632.03,4191.22
9038,143,6138,470.96,2652.35,1561.65
9039,84,16867,3726.98,1103.56,2415.27
9040,26,10806,1802.76,2668.91,2235.84
9041,308,17786,4508.86,238.6,2373.73
9042,76,11222,2922.84,2251.29,2587.07
9043,262,14272,982.04,934.22,958.13
9044,314,29644,1251.97,3298.94,2275.45
9045,108,3861,552.01,177.85,364.93
9046,224,14384,876.51,2587.95,1732.23
9047,289,28,546.77,2416.86,1481.82
9048,250,24114,1890.68,779.1,1334.89
9049,349,15338,1140.81,1872.49,1506.65
9050,254,19587,1227.54,1591.01,1409.28
9051,289,7488,1838.89,250.82,1044.86
9052,247,2265,4566.67,3411.89,3989.28
9053,129,6267,149.4,1051.56,600.48
9054,167,27598,3165.56,3098.97,3132.26
9055,251,7589,3845.12,1227.69,2536.4
9056,285,3011,4426.52,1477.75,2952.14
9057,335,21273,2101.31,3130.91,2616.11
9058,258,3785,553.04,184.86,368.95
9059,347,7767,2223.22,227.45,1225.33
9060,232,7942,1013.5,600.92,807.21
9061,98,19252,1756.67,4111.83,2934.25
9062,327,5124,262.01,705.34,483.68
9063,192,20495,4406.33,1291.77,2849.05
9064,28,3902,5367.81,913.69,3140.75
9065,309,12639,3573.79,1842.97,2708.38
9066,252,14126,2491.53,2474.81,2483.17
9067,358,23585,2263.57,926.3,1594.93
9068,101,172,1201.11,436.88,818.99
9069,191,9638,270.35,2001.51,1135.93
9070,82,28348,1722.89,2742.11,2232.5
9071,178,21813,3237.12,102.27,1669.69
9072,349,12489,572.58,811.0,691.79
9073,120,22139,2471.24,3039.82,2755.53
9074,104,20815,3564.65,1386.76,2475.7
9075,198,10394,2054.35,0.7,1027.52
9076,211,17857,2144.71,1449.2,1796.95
9077,205,29735,415.05,3588.91,2001.98
9078,329,15173,525.3,1299.97,912.63
9079,363,28912,1231.0,2065.29,1648.14
9080,288,12173,2967.62,493.55,1730.59
9081,115,18287,1507.8,22.69,765.25
9082,63,5775,546.92,2379.68,1463.3
9083,214,13135,2986.15,2144.31,2565.23
9084,41,29696,1494.98,1773.07,1634.03
9085,25,2944,796.3,1935.56,1365.93
9086,282,14604,1117.46,2188.55,1653.01
9087,9,13466,581.86,2337.98,1459.92
9088,339,12339,3217.56,872.58,2045.07
9089,63,8431,6596.31,3668.13,5132.22
9090,163,22125,4602.87,3777.83,4190.35
9091,166,3509,2548.48,3237.64,2893.06
9092,253,18109,1073.07,458.63,765.85
9093,78,1976,3022.97,2359.02,2690.99
9094,51,932,2029.0,484.18,1256.59
9095,173,12488,2355.18,165.6,1260.39
9096,91,6054,1096.1,148.96,622.53
9097,356,9333,906.64,461.07,683.86
9098,40,10684,4063.68,1272.96,2668.32
9099,217,21376,2610.22,2995.09,2802.65
9100,348,14357,1053.91,1610.96,1332.43
9101,198,7949,290.04,1769.81,1029.92
9102,353,25203,3427.44,4496.21,3961.82
9103,126,21668,2387.21,2229.02,2308.11
9104,324,19312,2428.96,2190.87,2309.91
9105,56,21260,228.11,4611.85,2419.98
9106,117,1995,2352.03,304.11,1328.07
9107,93,16065,3251.72,677.61,1964.66
9108,362,400,895.33,2640.04,1767.68
9109,207,7174,4606.8,3050.46,3828.63
9110,172,14904,2907.65,2204.94,2556.3
9111,268,16369,2443.52,2000.13,2221.82
9112,55,17609,4677.89,2461.55,3569.72
9113,189,16532,2854.27,1989.78,2422.03
9114,46,13831,791.82,1314.27,1053.05
9115,122,27741,167.54,3472.75,1820.14
9116,258,15093,323.98,4281.22,2302.6
9117,126,16954,1474.89,2626.62,2050.76
9118,206,27332,31.03,1899.01,965.02
9119,184,19812,1931.87,3594.34,2763.11
9120,237,14578,1621.63,901.99,1261.81
9121,116,3086,3456.4,1456.37,2456.39
9122,323,14007,2515.68,2746.19,2630.93
9123,31,12231,2520.15,1312.47,1916.31
9124,253,19175,4177.92,2024.14,3101.03
9125,312,12374,2034.96,1299.93,1667.45
9126,80,7105,1546.14,4003.04,2774.59
9127,289,1657,4686.09,703.62,2694.86
9128,297,1982,4239.5,2551.25,3395.38
9129,96,6427,526.54,1917.62,1222.08
9130,91,24817,3439.85,1835.1,2637.47
9131,66,28629,1351.5,1503.21,1427.36
9132,238,27293,2466.61,2980.05,2723.33
9133,357,24302,1732.68,4295.38,3014.03
9134,17,12392,2913.44,3808.77,3361.11
9135,262,15454,280.15,1479.99,880.07
9136,217,11161,2869.89,1853.54,2361.72
9137,157,23395,3172.39,56.98,1614.68
9138,65,27645,870.46,2753.27,1811.87
9139,232,23810,251.18,1247.49,749.34
9140,319,215,2561.64,868.68,1715.16
9141,197,7106,2992.26,1277.31,2134.78
9142,294,22293,597.09,3668.2,2132.64
9143,233,26830,3484.04,721.78,2102.91
9144,320,10199,4089.2,1955.06,3022.13
9145,28,6752,1007.68,2270.66,1639.17
9146,283,4369,2960.68,1044.15,2002.41
9147,205,8013,5151.43,2115.83,3633.63
9148,277,9868,6006.23,2239.78,4123.01
9149,352,26255,6.25,2612.39,1309.32
9150,303,1940,1850.02,4509.16,3179.59
9151,147,11308,4071.22,1379.77,2725.49
9152,190,8624,2044.23,2130.13,2087.18
9153,107,17444,3234.63,3128.75,3181.69
9154,255,6685,1099.91,126.64,613.28
9155,79,23893,1046.45,827.56,937.0
9156,244,26782,258.37,1023.44,640.9
9157,49,28089,5772.02,2821.15,4296.59
9158,3,13554,1635.69,2268.58,1952.13
9159,10,22730,5057.33,2638.93,3848.13
9160,264,14529,658.18,2359.55,1508.87
9161,88,17115,1396.09,2164.54,1780.32
9162,323,21024,1875.42,3185.23,2530.32
9163,85,15302,1095.73,3057.08,2076.4
9164,269,10391,2935.99,1089.4,2012.69
9165,38,23227,165.76,1542.32,854.04
9166,59,17167,2893.46,2780.54,2837.0
9167,264,12562,1248.97,582.17,915.57
9168,309,28256,305.66,1263.35,784.5
9169,227,18639,5051.45,3554.49,4302.97
9170,143,3333,759.49,2174.16,1466.82
9171,269,18506,2618.66,2823.81,2721.23
9172,272,3774,2628.17,712.12,1670.14
9173,10,26592,2878.48,2369.54,2624.01
9174,107,9115,4347.67,2731.4,3539.53
9175,223,28273,2459.45,3320.18,2889.81
9176,170,5065,288.91,1048.97,668.94
9177,96,18060,1498.21,102.49,800.35
9178,312,29991,3682.36,5021.6,4351.98
9179,104,17522,2105.55,1742.87,1924.21
9180,358,933,4459.64,4037.72,4248.68
9181,297,22297,2581.85,5689.69,4135.77
9182,56,12079,2827.47,1934.47,2380.97
9183,45,29106,3960.88,207.65,2084.26
9184,123,15712,2721.67,511.25,1616.46
9185,139,28317,3949.69,2291.11,3120.4
9186,229,27042,3109.45,3156.04,3132.74
9187,77,23989,899.62,894.84,897.23
9188,253,27044,2208.75,777.29,1493.02
9189,31,16145,3253.17,3857.96,3555.57
9190,269,13677,1819.52,3585.11,2702.32
9191,119,21233,1252.05,2324.43,1788.24
9192,252,536,3657.59,3219.84,3438.72
9193,24,22779,4299.27,1577.99,2938.63
9194,283,21522,2514.01,1438.82,1976.41
9195,320,14847,5672.5,10.27,2841.39
9196,100,6218,1506.92,2443.99,1975.45
9197,126,7756,490.88,801.36,646.12
9198,307,3195,3594.71,1841.67,2718.19
9199,78,17833,2722.89,1435.99,2079.44
9200,319,10372,146.05,1112.57,629.31
9201,219,18135,657.34,3034.01,1845.68
9202,178,15458,1828.35,1636.21,1732.28
9203,77,4840,2413.72,1038.41,1726.07
9204,203,13831,3433.45,287.04,1860.24
9205,181,21513,1991.4,4975.58,3483.49
9206,301,2442,1.94,1231.03,616.49
9207,155,20701,2041.72,2475.15,2258.43
9208,47,17297,497.82,176.18,337.0
9209,180,10060,4358.4,1759.15,3058.77
9210,303,10971,463.41,204.05,333.73
9211,359,10305,3092.58,2279.43,2686.01
9212,22,18441,3958.07,786.45,2372.26
9213,27,12982,1026.24,4348.97,2687.61
9214,254,27565,1282.71,228.83,755.77
9215,112,5294,3660.34,1590.16,2625.25
9216,216,23030,3202.77,456.76,1829.76
9217,361,1932,2049.51,2831.32,2440.41
9218,203,13066,2695.22,4610.72,3652.97
9219,129,18604,1967.6,1150.78,1559.19
9220,354,25430,2082.22,622.48,1352.35
9221,27,8571,631.61,2325.94,1478.78
9222,102,19500,8.39,2627.97,1318.18
9223,82,26420,2804.72,5296.65,4050.68
9224,75,11981,2794.82,1911.9,2353.36
9225,278,27074,2060.15,4118.52,3089.34
9226,129,9819,1548.97,2510.92,2029.95
9227,334,1031,1198.65,1241.45,1220.05
9228,304,29788,3680.45,2281.68,2981.06
9229,34,24795,3126.51,1902.59,2514.55
9230,66,10849,1111.87,3571.88,2341.88
9231,167,25793,2000.08,2926.84,2463.46
9232,127,24840,2025.31,190.94,1108.12
9233,249,3275,1110.18,3359.25,2234.72
9234,120,14008,3518.57,1474.62,2496.6
9235,33,29844,1401.87,4287.56,2844.72
9236,125,22844,667.54,2587.42,1627.48
9237,99,24827,3106.21,729.77,1917.99
9238,327,27577,3772.97,3568.04,3670.51
9239,212,2840,2351.83,2267.0,2309.41
9240,181,4259,123.64,1737.06,930.35
9241,259,23068,1848.88,2309.13,2079.01
9242,54,12995,1435.65,1782.7,1609.18
9243,308,24461,4621.81,812.97,2717.39
9244,70,6703,1756.81,2157.24,1957.02
9245,268,2677,1139.45,1400.26,1269.86
9246,244,8729,993.16,3380.21,2186.68
9247,155,11409,1993.41,1511.88,1752.64
9248,263,29866,2411.54,2033.79,2222.66
9249,176,27707,2003.2,2548.56,2275.88
9250,192,2774,2636.18,976.15,1806.16
9251,78,7446,540.07,679.84,609.96
9252,359,11815,5300.71,2002.85,3651.78
9253,355,1779,795.16,2826.48,1810.82
9254,180,12697,933.11,1318.7,1125.9
9255,50,18837,1224.75,1689.42,1457.09
9256,98,20918,2283.9,270.37,1277.13
9257,227,15078,239.79,2074.01,1156.9
9258,267,26317,1069.68,2111.95,1590.82
9259,169,5527,2302.25,453.49,1377.87
9260,16,26666,99.75,4252.82,2176.28
9261,213,25256,749.33,1791.23,1270.28
9262,145,19249,1483.17,372.82,928.0
9263,27,18040,4004.01,1617.24,2810.62
9264,319,11664,840.93,2554.76,1697.85
9265,161,20042,2171.29,2085.55,2128.42
