loan_id,loan_type,loan_amount,interest_rate
3021,Personal,44809.6,4.42
3022,Auto,20709.71,3.49
3023,Auto,38406.68,3.2
3024,Personal,44950.44,4.87
3025,Auto,28690.84,1.37
3026,Student,45721.35,4.54
3027,Mortgage,48394.32,5.27
3028,Mortgage,48720.94,3.37
3029,Mortgage,29808.95,4.42
3030,Auto,32941.61,2.68
3031,Personal,2632.39,3.84
3032,Personal,26084.79,1.69
3033,Auto,8338.18,3.78
3034,Auto,2268.54,2.73
3035,Student,6730.81,4.57
3036,Mortgage,12440.23,4.46
3037,Personal,31722.04,1.77
3038,Auto,25341.6,4.22
3039,Auto,36721.0,1.21
3040,Auto,39647.32,4.57
3041,Student,12243.28,1.94
3042,Student,32431.67,3.44
3043,Student,21721.99,1.23
3044,Personal,34019.73,3.18
3045,Student,49571.26,4.2
3046,Mortgage,10170.02,5.4
3047,Auto,26573.11,2.75
3048,Student,4633.65,1.92
3049,Personal,33375.94,2.11
3050,Mortgage,17784.51,4.99
3051,Auto,49864.11,4.78
3052,Student,32885.13,3.68
3053,Mortgage,3124.06,4.52
3054,Auto,15324.34,1.46
3055,Student,42429.75,3.95
3056,Auto,24869.83,4.6
3057,Mortgage,27170.96,5.06
3058,Personal,37095.19,2.65
3059,Student,28051.95,3.75
3060,Mortgage,41369.91,3.44
3061,Auto,15236.75,1.49
3062,Student,17312.0,3.4
3063,Mortgage,2266.2,3.07
3064,Auto,21892.08,4.46
3065,Mortgage,12670.63,5.29
3066,Auto,42107.41,4.28
3067,Personal,7226.6,4.64
3068,Personal,40560.5,1.33
3069,Mortgage,25824.43,3.35
3070,Personal,36873.31,3.43
3071,Mortgage,35225.37,3.92
3072,Personal,10350.72,3.47
3073,Personal,3308.59,4.75
3074,Student,43954.34,4.08
3075,Mortgage,35348.66,5.12
3076,Mortgage,21375.45,4.77
3077,Student,48995.08,4.42
3078,Auto,15216.23,1.55
3079,Personal,22987.98,2.6
3080,Personal,10320.75,4.76
3081,Student,35471.47,4.11
3082,Personal,48190.44,1.51
3083,Mortgage,27367.87,3.72
3084,Personal,28522.44,2.93
3085,Mortgage,34857.64,4.19
3086,Personal,29519.54,4.18
3087,Mortgage,34853.62,3.07
3088,Auto,8813.02,3.84
3089,Auto,48489.6,4.73
3090,Student,36105.42,2.13
3091,Auto,10725.41,1.17
3092,Personal,30770.76,1.09
3093,Student,43871.35,2.47
3094,Student,32200.75,3.11
3095,Student,40375.59,2.89
3096,Personal,9320.69,4.18
3097,Personal,37524.52,1.63
3098,Personal,25957.81,2.56
3099,Personal,17657.44,1.4
3100,Personal,33519.53,2.85
3101,Student,6290.97,1.64
3102,Student,13365.7,3.36
3103,Mortgage,4363.22,3.06
3104,Auto,27732.13,1.45
3105,Personal,6318.36,2.35
3106,Mortgage,29339.61,4.35
3107,Student,41987.08,4.36
3108,Mortgage,37868.35,5.43
3109,Auto,7591.83,4.95
3110,Student,36890.52,1.9
3111,Auto,28538.28,1.77
3112,Auto,33295.96,3.2
3113,Mortgage,27267.57,3.02
3114,Mortgage,27262.82,3.4
3115,Student,33707.54,4.58
3116,Student,25649.51,3.42
3117,Auto,22582.03,2.72
3118,Mortgage,11213.0,5.07
3119,Student,23550.27,2.65
3120,Student,15176.65,2.22
3121,Mortgage,27480.78,5.74
3122,Mortgage,6176.28,5.09
3123,Mortgage,13177.8,5.64
3124,Mortgage,2756.25,3.32
3125,Student,42773.06,3.74
3126,Student,32851.5,2.51
3127,Auto,13470.13,3.23
3128,Auto,27468.41,3.93
3129,Personal,12721.61,2.24
3130,Personal,17134.41,3.47
3131,Auto,18244.61,1.56
3132,Auto,48392.48,3.36
3133,Personal,38586.22,2.43
3134,Auto,16360.96,2.06
3135,Student,9061.86,2.09
3136,Student,39075.68,1.87
3137,Mortgage,26556.08,3.02
3138,Personal,45895.22,3.74
3139,Personal,48308.09,1.92
3140,Personal,17123.03,2.52
3141,Auto,42439.6,4.06
3142,Mortgage,33643.41,4.53
3143,Student,33321.25,2.71
3144,Mortgage,47731.8,4.92
3145,Personal,34396.17,4.78
3146,Student,14225.1,2.54
3147,Auto,41872.25,2.94
3148,Personal,41654.56,1.17
3149,Auto,44140.18,3.37
3150,Mortgage,38683.8,4.42
3151,Student,40006.48,2.24
3152,Student,32635.92,1.41
3153,Personal,25987.32,1.78
3154,Mortgage,6531.43,5.73
3155,Auto,19022.99,2.0
3156,Auto,34617.16,1.52
3157,Mortgage,43456.85,3.45
3158,Mortgage,15359.43,4.28
3159,Mortgage,4090.3,4.1
3160,Auto,47440.84,2.79
3161,Student,20860.22,1.77
3162,Mortgage,2321.0,5.2
3163,Student,25657.21,4.66
3164,Auto,32235.88,3.92
3165,Auto,4757.33,1.05
3166,Student,47048.93,3.74
3167,Student,15052.96,4.08
3168,Auto,39369.65,2.84
3169,Mortgage,7738.32,3.06
3170,Personal,27078.83,3.37
3171,Auto,16420.1,2.74
3172,Personal,13098.86,3.72
3173,Student,34684.2,4.49
3174,Personal,33648.8,3.23
3175,Auto,49638.53,3.87
3176,Personal,47657.93,3.5
3177,Student,32282.86,2.15
3178,Student,20670.63,2.46
3179,Mortgage,34440.23,3.1
3180,Student,34804.72,1.84
3181,Auto,12663.55,2.2
3182,Student,27749.99,1.33
3183,Mortgage,7871.74,4.95
3184,Personal,48028.97,2.16
3185,Student,13369.88,4.02
3186,Auto,7292.59,4.42
3187,Mortgage,29272.33,3.2
3188,Mortgage,26967.43,5.29
3189,Mortgage,21582.42,5.31
3190,Personal,31774.74,1.5
3191,Mortgage,39419.84,5.3
3192,Mortgage,12832.0,5.09
3193,Student,17689.31,1.98
3194,Auto,21325.93,1.61
3195,Student,16790.19,4.38
3196,Mortgage,25346.98,5.06
3197,Mortgage,44368.97,5.84
3198,Personal,38014.64,4.94
3199,Personal,10073.45,2.23
3200,Personal,27045.08,2.84
3201,Mortgage,29459.26,5.26
3202,Personal,25637.33,2.79
3203,Auto,10716.96,4.58
3204,Mortgage,14154.0,4.88
3205,Student,44883.42,4.39
3206,Auto,22338.8,3.54
3207,Student,43236.63,3.72
3208,Mortgage,25016.55,4.03
3209,Auto,35552.08,3.17
3210,Student,18716.19,3.38
3211,Mortgage,8132.54,4.55
3212,Mortgage,23001.47,5.8
3213,Student,27260.89,2.14
3214,Mortgage,10633.82,4.87
3215,Auto,28769.64,3.63
3216,Mortgage,47042.6,5.93
3217,Mortgage,41733.47,3.86
3218,Auto,29108.38,1.48
3219,Auto,3663.85,3.4
3220,Student,21255.14,2.99
3221,Student,38493.08,3.46
3222,Student,11240.26,4.29
3223,Auto,1417.7,2.28
3224,Mortgage,22735.59,5.24
3225,Student,41272.03,1.11
3226,Personal,8508.21,1.19
3227,Auto,36825.25,3.88
3228,Student,13776.37,4.92
3229,Student,29041.97,4.51
3230,Auto,23338.07,4.68
3231,Auto,15243.35,3.39
3232,Mortgage,22966.82,3.84
3233,Student,14948.5,3.42
3234,Personal,1127.46,4.64
3235,Mortgage,45295.53,4.79
3236,Personal,13273.13,1.42
3237,Mortgage,30289.81,5.53
3238,Student,37803.35,4.3
3239,Auto,16623.14,1.3
3240,Student,3396.88,2.38
3241,Student,23960.26,3.82
3242,Auto,15386.21,2.21
3243,Personal,12326.2,4.03
3244,Student,13903.92,3.7
3245,Personal,2084.08,4.99
3246,Mortgage,28436.9,4.75
3247,Student,48506.34,4.35
3248,Auto,34044.7,4.53
3249,Student,8684.02,1.52
3250,Personal,13798.22,2.61
3251,Mortgage,36954.22,5.38
3252,Mortgage,48406.86,5.25
3253,Auto,48934.24,2.84
3254,Personal,4258.76,2.41
3255,Auto,44455.17,3.29
3256,Auto,3150.6,1.89
3257,Student,48213.54,4.63
3258,Auto,31722.02,2.61
3259,Auto,2409.47,1.2
3260,Mortgage,37989.97,5.76
3261,Mortgage,38172.66,4.02
3262,Mortgage,23991.15,4.16
3263,Personal,45060.21,1.31
3264,Personal,38031.42,2.81
3265,Personal,18207.86,2.58
3266,Auto,42057.93,3.14
3267,Auto,7320.16,4.22
3268,Personal,18253.41,1.95
3269,Personal,11542.31,2.11
3270,Personal,41938.81,4.25
3271,Student,5890.51,4.32
3272,Student,4082.79,3.46
3273,Personal,18386.54,1.72
3274,Personal,3669.36,4.95
3275,Mortgage,49671.08,4.51
3276,Student,1170.43,4.21
3277,Mortgage,9487.57,3.02
3278,Student,24013.05,2.58
3279,Auto,35126.11,4.03
3280,Mortgage,27388.96,5.5
3281,Student,1693.93,4.15
3282,Mortgage,33225.58,5.43
3283,Student,18355.54,2.7
3284,Student,2355.62,2.5
3285,Student,8279.45,4.95
3286,Mortgage,33076.44,5.81
3287,Mortgage,38603.77,6.0
3288,Mortgage,36376.63,4.31
3289,Student,21266.25,1.84
3290,Mortgage,49332.99,4.32
3291,Auto,14229.69,1.27
3292,Auto,28088.93,3.0
3293,Mortgage,7431.92,5.51
3294,Auto,36173.45,2.98
3295,Student,7457.87,2.14
3296,Personal,33638.45,1.39
3297,Student,45300.9,4.82
3298,Personal,34754.32,1.36
3299,Student,1775.76,2.59
3300,Student,34664.33,4.85
3301,Auto,21158.44,3.88
3302,Student,18250.33,1.89
3303,Auto,16790.71,2.99
3304,Mortgage,35509.5,5.6
3305,Student,12896.82,1.39
3306,Personal,48524.32,3.0
3307,Student,33740.21,1.9
3308,Student,49650.0,3.9
3309,Personal,38642.44,1.88
3310,Mortgage,21314.58,4.29
3311,Personal,41990.42,4.64
3312,Personal,15889.21,3.34
3313,Mortgage,44890.3,5.97
3314,Personal,46478.59,3.13
3315,Personal,33342.14,4.27
3316,Student,44559.66,2.09
3317,Auto,6066.39,1.26
3318,Student,19952.68,2.99
3319,Student,14967.04,3.99
3320,Auto,11739.54,1.42
3321,Personal,25477.59,2.6
3322,Student,35219.77,4.38
3323,Auto,48369.79,3.14
3324,Personal,35098.3,2.78
3325,Mortgage,40328.7,4.14
3326,Personal,3586.67,3.73
3327,Student,38307.74,4.72
3328,Student,35631.67,2.51
3329,Student,24651.04,4.04
3330,Mortgage,48511.26,4.24
3331,Auto,10584.51,2.18
3332,Mortgage,4785.56,5.03
3333,Student,33262.0,3.78
3334,Auto,28499.3,4.52
3335,Personal,10680.75,4.16
3336,Student,12402.81,2.73
3337,Student,19391.04,3.25
3338,Personal,24118.42,1.89
3339,Personal,3250.66,3.43
3340,Mortgage,21261.82,3.86
3341,Auto,45966.7,3.3
3342,Auto,3892.81,2.8
3343,Auto,29212.22,4.82
3344,Student,2532.34,4.93
3345,Personal,41478.89,2.08
3346,Student,16655.42,2.04
3347,Auto,12323.48,1.03
3348,Personal,16140.09,2.0
3349,Mortgage,28726.45,4.32
3350,Personal,42253.15,2.08
3351,Mortgage,15953.57,4.38
3352,Mortgage,30729.64,4.18
3353,Student,42975.8,3.9
3354,Auto,37060.99,4.65
3355,Student,33801.39,2.48
3356,Personal,42369.55,1.74
3357,Personal,39274.53,3.51
3358,Student,16577.96,2.45
3359,Mortgage,2839.85,3.27
3360,Mortgage,17557.91,3.55
3361,Auto,2121.6,4.89
3362,Student,6059.14,1.72
3363,Mortgage,44327.67,5.56
3364,Personal,18709.52,3.28
3365,Auto,22253.23,2.2
3366,Student,46213.92,5.0
3367,Mortgage,7857.8,5.21
3368,Mortgage,35487.78,4.99
3369,Mortgage,47668.82,3.25
3370,Personal,47429.37,2.93
3371,Auto,14739.7,1.44
3372,Student,20994.29,2.61
3373,Personal,12861.64,1.01
3374,Auto,16560.05,4.62
3375,Mortgage,3457.1,3.86
3376,Student,39120.35,2.42
3377,Student,18365.05,4.55
3378,Auto,4093.12,4.33
3379,Personal,27528.1,2.29
3380,Personal,20111.36,3.26
3381,Mortgage,22831.85,5.9
3382,Mortgage,7867.47,5.13
3383,Mortgage,26051.4,3.09
3384,Personal,19786.35,1.75
3385,Mortgage,5197.96,4.74
3386,Student,42791.12,4.19
3387,Personal,19580.24,4.32
3388,Mortgage,37760.29,5.65
3389,Personal,9665.36,1.66
3390,Auto,44774.03,3.58
3391,Auto,30988.13,1.92
3392,Auto,20008.63,4.72
3393,Personal,29639.03,3.44
3394,Auto,16214.03,3.97
3395,Mortgage,31203.35,4.42
3396,Personal,47725.74,1.33
3397,Personal,42318.87,1.27
3398,Student,3367.79,3.54
3399,Student,29356.36,4.1
3400,Auto,2668.0,2.9
3401,Mortgage,10992.17,5.57
3402,Mortgage,5133.05,3.92
3403,Student,36482.16,2.82
3404,Student,12362.38,3.78
3405,Auto,10070.61,3.42
3406,Auto,19534.25,2.98
3407,Personal,21311.34,4.35
3408,Personal,3602.53,4.41
3409,Mortgage,3446.75,3.9
3410,Student,17681.13,3.48
3411,Student,22185.42,2.34
3412,Auto,4507.58,2.73
3413,Auto,29236.08,1.74
3414,Mortgage,48460.8,3.13
3415,Mortgage,7287.5,3.85
3416,Mortgage,7189.27,4.8
3417,Student,15433.78,4.29
3418,Mortgage,2761.3,4.08
3419,Personal,3441.63,1.18
3420,Student,2097.01,4.68
3421,Mortgage,15484.53,3.85
3422,Auto,23978.65,1.16
3423,Mortgage,46457.77,3.52
3424,Auto,23184.89,3.66
3425,Student,49322.44,1.16
3426,Student,32047.42,4.19
3427,Auto,19588.9,2.02
3428,Student,34253.98,4.54
3429,Auto,46453.6,3.67
3430,Auto,3186.71,4.47
3431,Student,26207.69,4.6
3432,Student,17901.06,2.73
3433,Personal,9993.73,1.65
3434,Student,7739.56,2.1
3435,Auto,46470.64,3.43
3436,Mortgage,21999.02,3.94
3437,Mortgage,36146.58,5.44
3438,Personal,47353.59,4.64
3439,Mortgage,11364.37,5.35
3440,Auto,22261.39,3.37
3441,Student,24023.34,3.03
3442,Personal,38055.23,2.38
3443,Auto,20091.75,3.94
3444,Auto,32972.41,2.44
3445,Personal,25988.65,2.41
3446,Auto,34869.88,1.16
3447,Personal,22297.5,1.07
3448,Mortgage,10845.49,5.3
3449,Personal,12358.74,2.26
3450,Auto,4596.63,3.54
3451,Mortgage,20006.5,3.8
3452,Mortgage,15676.6,5.67
3453,Personal,12195.8,1.1
3454,Personal,21560.87,2.42
3455,Personal,14365.26,2.19
3456,Mortgage,42105.15,3.17
3457,Auto,21694.11,4.69
3458,Mortgage,16054.28,5.02
3459,Auto,2992.9,3.43
3460,Auto,2856.52,2.79
3461,Personal,8119.11,2.88
3462,Personal,25814.51,1.52
3463,Auto,15944.13,2.22
3464,Auto,42582.46,2.37
3465,Student,2035.32,2.3
3466,Student,32379.44,3.66
3467,Auto,28891.58,1.9
3468,Personal,7887.36,1.81
3469,Personal,7114.45,1.35
3470,Personal,25777.09,2.25
3471,Student,24574.48,2.5
3472,Mortgage,18426.83,4.32
3473,Mortgage,33504.53,5.99
3474,Personal,48142.51,4.05
3475,Mortgage,12658.87,3.31
3476,Student,47755.46,2.0
3477,Student,34028.28,2.34
3478,Student,35541.88,4.33
3479,Auto,27521.66,2.15
3480,Auto,2759.63,4.62
3481,Personal,20101.85,4.69
3482,Mortgage,33896.36,3.3
3483,Personal,12465.68,4.26
3484,Mortgage,49523.04,3.43
3485,Auto,21141.1,4.57
3486,Student,38842.14,3.95
3487,Student,7727.65,1.68
3488,Student,37707.22,1.97
3489,Student,33273.67,2.75
3490,Auto,2964.9,2.56
3491,Personal,3047.29,3.13
3492,Student,41921.06,2.62
3493,Auto,35868.21,1.86
3494,Personal,4319.64,1.27
3495,Student,18987.91,1.96
3496,Personal,47285.37,1.98
3497,Personal,13790.53,2.3
3498,Mortgage,10691.46,4.46
3499,Personal,6612.76,1.63
3500,Mortgage,21671.28,5.04
3501,Mortgage,29214.48,4.04
3502,Mortgage,14579.94,5.82
3503,Student,7776.96,4.97
3504,Student,35303.19,4.12
3505,Personal,15753.12,2.77
3506,Personal,28192.68,4.68
3507,Mortgage,36732.62,3.38
3508,Auto,48024.05,1.64
3509,Student,8376.06,3.79
3510,Student,1079.42,4.25
3511,Personal,10559.65,3.48
3512,Auto,48051.86,3.2
3513,Auto,7430.47,2.95
3514,Student,12871.77,3.33
3515,Personal,5613.99,4.22
3516,Mortgage,42412.62,4.31
3517,Personal,24755.35,4.13
3518,Auto,36067.45,2.03
3519,Mortgage,20602.73,3.74
3520,Auto,11448.92,4.32
3521,Student,16514.35,3.47
3522,Auto,13270.56,3.54
3523,Auto,43451.22,2.7
3524,Personal,13409.32,2.12
3525,Auto,2132.88,1.33
3526,Auto,17472.74,3.55
3527,Student,18239.23,4.87
3528,Auto,20760.51,1.37
3529,Mortgage,46683.78,5.79
3530,Student,41931.09,1.23
3531,Personal,23759.94,4.45
3532,Student,43362.98,1.35
3533,Auto,12749.62,1.41
3534,Personal,27832.87,2.75
3535,Auto,20501.3,2.06
3536,Auto,16223.34,4.41
3537,Mortgage,27732.8,4.24
3538,Mortgage,49131.1,5.87
3539,Personal,18033.17,2.42
3540,Student,19026.72,3.29
3541,Student,31368.65,1.28
3542,Student,47803.61,1.15
3543,Mortgage,28879.61,4.96
3544,Auto,29592.73,1.37
3545,Student,7071.21,4.73
3546,Personal,39912.81,4.16
3547,Auto,14088.13,1.16
3548,Personal,45461.68,1.46
3549,Personal,2285.67,4.66
3550,Auto,15659.87,1.19
3551,Auto,4868.52,3.69
3552,Auto,12594.11,2.95
3553,Auto,13278.08,3.65
3554,Student,18847.74,4.33
3555,Mortgage,10436.98,3.63
3556,Mortgage,3595.67,4.33
3557,Mortgage,10758.56,4.85
3558,Student,44707.97,2.18
3559,Personal,35003.63,2.24
3560,Auto,49892.09,3.99
3561,Mortgage,25574.81,3.2
3562,Personal,18141.46,4.34
3563,Auto,7185.59,1.82
3564,Personal,27975.78,3.52
3565,Auto,39031.04,2.18
3566,Mortgage,30265.14,4.2
3567,Student,48470.38,2.12
3568,Student,44693.05,1.54
3569,Student,2029.47,1.57
3570,Mortgage,1166.77,4.28
3571,Mortgage,25642.64,4.49
3572,Student,15041.87,1.24
3573,Personal,13924.11,1.81
3574,Personal,46249.09,3.15
3575,Mortgage,47405.52,5.46
3576,Auto,44739.72,1.18
3577,Auto,18405.49,2.55
3578,Auto,40352.53,3.38
3579,Personal,18583.98,2.96
3580,Personal,7638.67,2.61
3581,Mortgage,28819.15,5.63
3582,Personal,6201.66,3.72
3583,Mortgage,45435.09,4.18
3584,Mortgage,33468.11,3.52
3585,Mortgage,24293.4,4.33
3586,Student,47768.06,3.53
3587,Mortgage,38019.03,5.92
3588,Auto,1134.81,4.21
3589,Mortgage,32048.01,4.11
3590,Personal,24805.0,4.95
3591,Personal,23767.1,1.16
3592,Mortgage,6644.26,5.18
3593,Student,9310.26,4.16
3594,Student,16180.78,4.7
3595,Student,28953.62,4.57
3596,Personal,15488.19,3.93
3597,Personal,41229.32,3.96
3598,Auto,7462.87,3.16
3599,Auto,15416.19,2.48
3600,Mortgage,31545.9,3.15
3601,Student,3018.58,2.32
3602,Student,15825.75,2.87
3603,Student,40151.47,1.1
3604,Personal,4444.05,2.9
3605,Auto,49360.56,3.06
3606,Student,41303.38,3.5
3607,Student,41740.52,2.61
3608,Personal,27826.25,2.84
3609,Personal,18010.25,2.36
3610,Student,11082.02,2.66
3611,Mortgage,19417.78,5.8
3612,Mortgage,42491.19,5.53
3613,Student,28305.2,1.47
3614,Mortgage,18393.56,4.69
3615,Auto,13129.66,1.01
3616,Mortgage,33436.83,3.4
3617,Personal,25590.7,4.44
3618,Auto,46591.36,4.94
3619,Mortgage,15874.22,5.07
3620,Personal,7225.36,2.59
3621,Personal,23330.1,2.7
3622,Mortgage,5067.23,3.65
3623,Student,1064.14,1.09
3624,Personal,27088.28,3.19
3625,Student,49877.16,1.76
3626,Student,24634.68,4.62
3627,Personal,48313.06,4.64
3628,Personal,12663.86,2.44
3629,Mortgage,13349.14,4.67
3630,Student,21963.91,3.5
3631,Personal,15195.77,3.57
3632,Auto,14186.12,1.05
3633,Student,30221.96,4.35
3634,Auto,42690.24,1.63
3635,Mortgage,15221.33,3.9
3636,Student,8407.88,3.5
3637,Personal,27670.56,2.61
3638,Auto,15568.9,1.86
3639,Student,12031.92,2.53
3640,Auto,21103.23,1.13
3641,Mortgage,1463.54,3.19
3642,Mortgage,38539.23,3.88
3643,Auto,4067.0,3.18
3644,Auto,3299.75,2.06
3645,Auto,47783.92,2.57
3646,Auto,3527.28,1.7
3647,Personal,34055.71,3.91
3648,Personal,31322.4,3.59
3649,Mortgage,27902.4,4.03
3650,Auto,13841.78,4.42
3651,Mortgage,27021.28,3.91
3652,Mortgage,46930.16,3.58
3653,Auto,1539.67,4.73
3654,Student,24087.12,4.49
3655,Mortgage,34793.93,5.34
3656,Personal,19575.75,1.65
3657,Student,29694.62,3.31
3658,Student,7260.1,4.08
3659,Student,38963.82,3.71
3660,Mortgage,30985.76,5.73
3661,Student,46125.75,2.16
3662,Personal,20168.24,1.51
3663,Auto,37794.6,4.04
3664,Mortgage,49822.77,3.84
3665,Personal,37109.92,2.17
3666,Mortgage,21452.52,5.32
3667,Auto,40067.44,1.97
3668,Personal,19038.32,1.13
3669,Student,3049.12,2.65
3670,Student,26115.56,2.62
3671,Personal,19058.11,2.44
3672,Auto,43005.63,2.28
3673,Personal,32149.16,3.41
3674,Auto,7577.51,2.75
3675,Mortgage,32293.68,3.23
3676,Student,20327.38,3.17
3677,Personal,18524.68,4.05
3678,Mortgage,47006.57,5.38
3679,Auto,37904.2,1.86
3680,Personal,40731.13,3.64
3681,Mortgage,17528.15,3.43
3682,Student,47656.46,2.06
3683,Mortgage,28310.1,5.02
3684,Student,5538.43,2.04
3685,Mortgage,27178.51,3.9
3686,Personal,28245.85,2.38
3687,Personal,14070.57,2.65
3688,Personal,20602.17,1.36
3689,Auto,32628.7,3.61
3690,Personal,22764.83,4.5
3691,Personal,4286.3,1.6
3692,Mortgage,13728.7,3.49
3693,Mortgage,45779.08,4.61
3694,Auto,23407.25,4.45
3695,Mortgage,7374.56,5.96
3696,Personal,20859.5,1.44
3697,Auto,39095.0,1.83
3698,Personal,11981.71,3.61
3699,Auto,32139.27,4.34
3700,Student,22146.25,3.87
3701,Personal,23050.89,1.36
3702,Mortgage,1805.04,5.14
3703,Mortgage,49538.77,3.63
3704,Mortgage,12223.57,4.69
3705,Student,35859.33,2.28
3706,Personal,31672.66,4.89
3707,Mortgage,26620.64,4.3
3708,Personal,42691.09,4.94
3709,Student,34152.31,3.35
3710,Auto,18675.1,2.69
3711,Auto,42567.06,4.5
3712,Personal,6075.7,2.96
3713,Auto,10424.93,3.68
3714,Student,1669.49,3.25
3715,Auto,28338.86,2.13
3716,Student,5842.18,1.6
3717,Personal,6805.28,4.25
3718,Personal,19377.87,1.01
3719,Student,42816.12,4.76
3720,Student,13685.46,3.67
3721,Student,43916.37,4.4
3722,Personal,25016.44,3.68
3723,Mortgage,28226.67,4.12
3724,Auto,9594.36,1.6
3725,Student,45014.86,1.91
3726,Personal,21977.82,4.58
3727,Student,14767.07,4.1
3728,Student,5739.52,1.69
3729,Student,33635.68,3.65
3730,Auto,13071.79,4.65
3731,Mortgage,19648.1,3.87
3732,Mortgage,14439.55,3.01
3733,Auto,12648.41,1.22
3734,Student,33056.51,1.65
3735,Student,32086.54,3.89
3736,Mortgage,30203.89,4.39
3737,Auto,25152.29,2.32
3738,Personal,13873.76,2.05
3739,Auto,8224.37,4.39
3740,Auto,22830.58,1.18
3741,Student,8545.07,2.61
3742,Mortgage,37206.23,5.25
3743,Student,12742.53,1.02
3744,Auto,32450.15,4.82
3745,Mortgage,20095.1,3.27
3746,Personal,39977.82,1.09
3747,Student,6166.63,3.41
3748,Student,3033.37,2.17
3749,Student,30338.99,3.28
3750,Mortgage,44684.96,4.29
3751,Auto,39287.86,1.51
3752,Mortgage,48855.48,3.94
3753,Student,18754.73,2.24
3754,Student,39704.68,2.89
3755,Student,24888.44,1.13
3756,Mortgage,1459.52,3.8
3757,Personal,45379.33,3.46
3758,Personal,17511.9,2.1
3759,Auto,7656.27,4.83
3760,Personal,19900.9,2.69
3761,Mortgage,37773.26,4.92
3762,Personal,8961.06,2.34
3763,Auto,5001.41,3.73
3764,Student,26704.45,2.27
3765,Student,24111.46,3.73
3766,Student,16041.56,3.45
3767,Student,31299.07,1.23
3768,Student,45220.81,2.16
3769,Auto,2936.83,4.87
3770,Personal,8832.58,4.4
3771,Student,8486.08,1.43
3772,Auto,34970.32,1.39
3773,Student,41316.26,3.62
3774,Auto,31184.91,2.46
3775,Auto,44127.45,3.51
3776,Mortgage,42427.91,5.79
3777,Mortgage,12548.8,5.78
3778,Personal,34190.72,3.0
3779,Student,1309.72,1.42
3780,Student,28544.57,1.75
3781,Auto,2190.77,2.41
3782,Student,3047.71,4.27
3783,Personal,36341.32,2.19
3784,Student,11895.26,4.52
3785,Auto,43673.27,2.23
3786,Auto,44088.59,1.42
3787,Student,45598.69,4.51
3788,Student,27605.05,2.13
3789,Auto,6468.72,1.45
3790,Mortgage,49270.66,5.13
3791,Mortgage,4347.57,3.88
3792,Mortgage,23938.51,5.9
3793,Student,7160.66,3.72
3794,Mortgage,37707.31,4.36
3795,Mortgage,47620.14,4.14
3796,Personal,16636.0,1.04
3797,Personal,29500.32,4.31
3798,Student,40565.31,2.49
3799,Personal,38504.97,2.87
3800,Student,47019.81,2.32
3801,Personal,22185.18,4.96
3802,Student,21232.54,4.01
3803,Student,15722.88,3.25
3804,Student,11904.0,2.78
3805,Auto,6180.16,1.12
3806,Personal,13687.89,4.67
3807,Mortgage,3923.17,3.53
3808,Mortgage,39543.38,4.36
3809,Mortgage,30264.79,4.79
3810,Student,7613.39,4.29
3811,Personal,15488.72,2.18
3812,Mortgage,19597.34,3.08
3813,Mortgage,21557.83,5.69
3814,Mortgage,4995.65,4.26
3815,Auto,40446.66,2.57
3816,Personal,48133.03,4.09
3817,Personal,3861.33,1.56
3818,Personal,15745.16,3.48
3819,Mortgage,1390.58,4.76
3820,Mortgage,15209.71,4.21
3821,Personal,32835.61,4.6
3822,Mortgage,28639.32,3.03
3823,Student,33949.06,2.98
3824,Personal,29437.65,4.0
3825,Personal,2376.48,2.3
3826,Student,41356.9,2.97
3827,Auto,34699.73,2.05
3828,Auto,12699.71,2.16
3829,Mortgage,44657.44,3.37
3830,Auto,15737.4,4.44
3831,Personal,17244.58,2.67
3832,Mortgage,14084.85,4.5
3833,Mortgage,34766.51,4.16
3834,Personal,7589.73,4.4
3835,Personal,46780.04,1.14
3836,Mortgage,42982.48,4.66
3837,Mortgage,17277.8,4.42
3838,Student,21921.33,4.76
3839,Auto,7367.87,4.02
3840,Personal,26701.12,1.9
3841,Personal,48224.99,1.05
3842,Personal,36823.37,3.42
3843,Student,24387.16,3.08
3844,Auto,36939.42,1.91
3845,Auto,29265.62,3.08
3846,Mortgage,31561.51,4.24
3847,Student,9624.55,3.15
3848,Student,26111.81,1.27
3849,Mortgage,38027.81,5.46
3850,Mortgage,48322.22,5.11
3851,Auto,25650.87,4.2
3852,Personal,17292.88,1.81
3853,Student,31689.39,2.63
3854,Personal,28396.76,3.16
3855,Auto,30625.95,1.53
3856,Student,30799.7,3.4
3857,Mortgage,5945.72,4.18
3858,Mortgage,45784.78,3.79
3859,Student,33331.95,4.39
3860,Mortgage,35605.83,3.08
3861,Student,19988.86,3.1
3862,Auto,25534.19,4.49
3863,Mortgage,29040.39,5.41
3864,Mortgage,6621.55,5.27
3865,Auto,34509.95,4.54
3866,Auto,39919.16,3.27
3867,Auto,40773.58,3.48
3868,Mortgage,39897.69,4.24
3869,Auto,26711.53,2.43
3870,Mortgage,5445.34,4.09
3871,Auto,5639.45,3.26
3872,Auto,24705.5,2.82
3873,Mortgage,31067.53,3.46
3874,Student,23547.76,3.12
3875,Personal,27813.95,1.72
3876,Mortgage,40116.02,5.95
3877,Auto,21250.76,4.66
3878,Auto,27553.48,3.38
3879,Auto,16541.28,3.88
3880,Mortgage,2276.7,3.35
